unix,open,high,low,close,volume
1609812000000,32827.36,32886.97,32280.86,32359.67,62.48527495
1609808400000,32469.62,32827.48,32292.92,32827.36,69.16458321
1609804800000,32039.02,32897.36,32039.02,32469.62,158.0024399
1609801200000,31381.68,32050,31186.57,32039.02,85.54498329
1609797600000,31053.56,31504.68,31001,31381.68,97.81108578
1609794000000,31294.58,31619.34,30872.02,31053.56,119.6947345
1609790400000,31685.36,31876.58,31249,31294.58,267.5336017
1609786800000,31206.71,31897.27,31150,31685.36,225.2120987
1609783200000,31024.06,31458.93,31007.11,31206.71,143.3812724
1609779600000,31346.4,31550.85,30622.56,31024.06,190.3148316
1609776000000,31800.6,31934.31,30700,31346.4,257.0340571
1609772400000,32194.36,32250,31596.36,31800.6,291.6956387
1609768800000,31436.41,32222,31436.41,32194.36,268.3573608
1609765200000,31278.09,31436.41,30585.47,31436.41,118.6277332
1609761600000,30779.8,31493.83,30427.95,31278.09,175.7659172
1609758000000,30352.53,30930.67,29389.73,30779.8,163.1306011
1609754400000,31013.44,31205.45,27632.34,30352.53,582.8868599
1609750800000,32083.66,32154.13,30200,31013.44,326.3010028
1609747200000,32172.64,32599.99,31418.74,32083.66,132.3692753
1609743600000,33260.47,33316.58,31777,32172.64,378.4758516
1609740000000,32900,33486.1,32900,33260.47,215.5413979
1609736400000,33350.87,33398.12,32900,32900,76.59977417
1609732800000,33617.3,33669,33268.35,33350.87,51.72088187
1609729200000,33537.41,33617.3,33215.64,33617.3,42.06665378
1609725600000,33219.99,33615.79,33030,33537.41,22.14476215
1609722000000,32908.69,33376.85,32646.86,33219.99,50.30875142
1609718400000,33124.08,33179.9,32437.1,32908.69,124.0582417
1609714800000,33177.12,33642.55,32721.63,33124.08,97.20736863
1609711200000,33601.09,33692.44,33046.42,33177.12,98.59911113
1609707600000,33758.57,33850,33553.85,33601.09,41.26257585
1609704000000,32800.72,33840.81,32721.64,33758.57,95.92651485
1609700400000,32797.02,32923.24,32480.37,32800.72,57.18437028
1609696800000,32935.64,33055.92,32301.61,32797.02,119.094378
1609693200000,32723.36,33266.57,32475.01,32935.64,125.9701795
1609689600000,33570.98,33875.42,32600,32723.36,147.5782549
1609686000000,33926.12,33954.12,32840,33570.98,134.4982278
1609682400000,33920.11,34208.43,33528.33,33926.12,70.34208514
1609678800000,34144.46,34420.29,33840,33920.11,79.54199805
1609675200000,34436.56,34589.7,33979.51,34144.46,23.42778261
1609671600000,33899.1,34440,33819.5,34436.56,23.28185066
1609668000000,34218.98,34361.23,33457.78,33899.1,63.25459615
1609664400000,34400.47,34573.38,33856.01,34218.98,54.62701332
1609660800000,34523.92,34673.24,33752,34400.47,104.3021449
1609657200000,33997.15,34776,33759.55,34523.92,135.9548889
1609653600000,33760.3,34094.83,33667.25,33997.15,60.0414567
1609650000000,33223.95,34200,33164.22,33760.3,341.8261617
1609646400000,32637.23,33260,32481.42,33223.95,62.63949306
1609642800000,32760.61,32782.71,32489.55,32637.23,74.7762887
1609639200000,32588.83,32900,32588.83,32760.61,47.17846768
1609635600000,32476.75,32831.66,32253.32,32588.83,94.66737525
1609632000000,32213.64,32533.06,31981.6,32476.75,132.2854299
1609628400000,32171.16,32268,31645.44,32213.64,232.2897136
1609624800000,31720.86,32306.75,31462.35,32171.16,127.4816688
1609621200000,30671.93,31941.52,29999.99,31720.86,302.0390058
1609617600000,33090.02,33120.43,30000,30671.93,418.4396014
1609614000000,33000,33288.22,32718.06,33090.02,217.5191145
1609610400000,32959.53,33309.76,32500,33000,298.6779561
1609606800000,32557.78,33058.76,32476,32959.53,171.5877735
1609603200000,31798.89,33075,31798.89,32557.78,455.3985829
1609599600000,31342.25,31888,31312.46,31798.89,130.5945484
1609596000000,31595.88,31622.64,31128.89,31342.25,162.1147283
1609592400000,30658.33,31595.88,30562.21,31595.88,198.7532327
1609588800000,29825.29,31000,29815,30658.33,351.9082092
1609585200000,29749.56,29851.43,29712.68,29825.29,8.620744304
1609581600000,29645,29879.64,29512.45,29749.56,8.984627932
1609578000000,29894.55,29957,29645,29645,51.84487489
1609574400000,29854.94,29920,29726,29894.55,62.67430143
1609570800000,29798.16,29888.25,29718.64,29854.94,32.51606269
1609567200000,29666.52,29836.7,29561.31,29798.16,55.25878224
1609563600000,29454.3,29666.52,29430.49,29666.52,36.78977434
1609560000000,29441.14,29477.97,29313.31,29454.3,12.53581733
1609556400000,29425.01,29476.44,29350.16,29441.14,21.48541151
1609552800000,29442,29573.53,29409.07,29425.01,61.00046394
1609549200000,29278.36,29492.08,29177.55,29442,28.45712644
1609545600000,29401.76,29426.51,29045.84,29278.36,65.96770856
1609542000000,29332.84,29401.76,29321.57,29401.76,35.3660204
1609538400000,29252.62,29400,29185.34,29332.84,53.61977426
1609534800000,29314.89,29389.67,29226.3,29252.62,39.73150819
1609531200000,29122.86,29350,28981.76,29314.89,77.45170414
1609527600000,29147.45,29200,29020.06,29122.86,59.96844619
1609524000000,29146.51,29330.93,28698.87,29147.45,138.2458122
1609520400000,29387.96,29428.42,29040.22,29146.51,62.03716365
1609516800000,29250.85,29446.1,29205.1,29387.96,23.43279974
1609513200000,29397.71,29487.37,29100,29250.85,61.56369469
1609509600000,29548.96,29611.69,29361.14,29397.71,31.57911657
1609506000000,29323.29,29557.44,29307.98,29548.96,48.01285983
1609502400000,29399.48,29684.56,29250,29323.29,81.59863979
1609498800000,29341.42,29472.66,29311.17,29399.48,41.95757627
1609495200000,29287.27,29412.9,29239.4,29341.42,17.43581739
1609491600000,29078.65,29373.46,29065,29287.27,19.72101079
1609488000000,29161.11,29245.58,28942.67,29078.65,51.06025845
1609484400000,29211.39,29241.93,28894.85,29161.11,189.2753143
1609480800000,29242.57,29320.56,29157.78,29211.39,50.32979669
1609477200000,29280,29291.35,29046.95,29242.57,84.33399081
1609473600000,29363.61,29449.31,29138.55,29280,26.93767312
1609470000000,29252.99,29398.53,29237.94,29363.61,26.29697664
1609466400000,29468.55,29524,29161.83,29252.99,47.63278556
1609462800000,29078.48,29524,29028.91,29468.55,181.1015791
1609459200000,28979.74,29108.58,28765,29078.48,46.99566066
1609455600000,29164.46,29170.67,28838.57,28979.74,51.03479844
1609452000000,29002.39,29185,28942.2,29164.46,101.8604819
1609448400000,29170,29200,28953.16,29002.39,66.59781739
1609444800000,28941.54,29180,28921.01,29170,96.87131146
1609441200000,28923.07,29028.43,28784.14,28941.54,148.6370436
1609437600000,28592.88,28946.99,28510.96,28923.07,152.9344948
1609434000000,28396.92,28746.61,28388.22,28592.88,101.5329723
1609430400000,28825.94,28849,28310.27,28396.92,81.84999086
1609426800000,28402.08,28849,28393.63,28825.94,79.33896453
1609423200000,28539.6,28560.83,28118.15,28402.08,213.3603614
1609419600000,28680.59,28680.59,27950,28539.6,203.5416877
1609416000000,28978.35,29000,28441.56,28680.59,87.63439498
1609412400000,29170.93,29170.93,28910.23,28978.35,20.47662584
1609408800000,29002.03,29183.25,28980.15,29170.93,22.06520858
1609405200000,28937.34,29088.83,28589.78,29002.03,45.47013794
1609401600000,29182.03,29239.3,28775,28937.34,50.71730034
1609398000000,28879.66,29299.89,28879.66,29182.03,40.76417579
1609394400000,28987.08,29089.99,28854.99,28879.66,53.54910768
1609390800000,29049.92,29049.92,28755.32,28987.08,66.24121754
1609387200000,29041.41,29199.9,28864.26,29049.92,94.55432492
1609383600000,28729.04,29150,28721.57,29041.41,79.84952485
1609380000000,28764.35,28820.8,28623.24,28729.04,84.50823852
1609376400000,29096.6,29191.08,28177.8,28764.35,346.2171694
1609372800000,28898.55,29316.49,28889.66,29096.6,149.8986355
1609369200000,28713.18,28930.98,28661.93,28898.55,49.1531978
1609365600000,28916.95,28943.74,28606.89,28713.18,94.47453543
1609362000000,28783.62,28998,28559.79,28916.95,273.4292262
1609358400000,28788.87,28998,28637.55,28783.62,197.9723301
1609354800000,28527.79,28908.63,28482.74,28788.87,269.9308981
1609351200000,28260.95,28535.25,28245.22,28527.79,134.3371796
1609347600000,28146.72,28310,28036.45,28260.95,151.3661591
1609344000000,28162.42,28242.24,27900.02,28146.72,60.20118742
1609340400000,28185.72,28284.33,28019.97,28162.42,81.18508851
1609336800000,27839.56,28189.8,27839.56,28185.72,93.38372968
1609333200000,27848.03,28165.72,27746.59,27839.56,79.80397612
1609329600000,27820.7,27926.13,27564.69,27848.03,58.93854981
1609326000000,27848.93,27938.49,27564.7,27820.7,41.35868218
1609322400000,27841.79,28034.13,27729.63,27848.93,24.26037473
1609318800000,27719.04,27867.63,27342.74,27841.79,81.17858507
1609315200000,28363.61,28547.66,27555,27719.04,113.155478
1609311600000,28379.58,28569.69,28264.86,28363.61,37.85540704
1609308000000,28015.36,28565,27936.63,28379.58,126.5273611
1609304400000,27899.28,28124.07,27812,28015.36,52.38526603
1609300800000,28036.65,28158.2,27719.47,27899.28,47.47332459
1609297200000,27983.23,28250,27786.78,28036.65,166.2062981
1609293600000,27607.08,28017.35,27490.49,27983.23,135.9444173
1609290000000,27625.8,27712.02,27500,27607.08,65.91300564
1609286400000,27368.9,27843.21,27368.9,27625.8,231.6325072
1609282800000,27040.74,27400,26944.17,27368.9,99.46596932
1609279200000,26909.3,27115.73,26904.01,27040.74,65.99133679
1609275600000,26978.79,27183.59,26827,26909.3,274.0018199
1609272000000,26888.96,26993.37,26781.95,26978.79,139.3819331
1609268400000,26592.7,26917.47,26529.11,26888.96,153.8338057
1609264800000,26612.4,26727,26560.88,26592.7,68.58788336
1609261200000,26403.57,26616.49,26218.75,26612.4,89.1363183
1609257600000,26595.81,26595.81,26200,26403.57,179.1314063
1609254000000,26626.47,26726.06,26413.77,26595.81,118.4840195
1609250400000,26859.82,26873.11,26584.67,26626.47,94.23220628
1609246800000,26865.69,26953.75,26700.29,26859.82,38.20313964
1609243200000,26843.47,27060.52,26812.84,26865.69,61.18319381
1609239600000,26718.8,26855.52,26536.79,26843.47,49.77007025
1609236000000,26580,26830.65,26564.26,26718.8,38.07883482
1609232400000,26623.49,26717,26517.81,26580,34.17053929
1609228800000,26374.23,26727.21,26373.16,26623.49,66.93694848
1609225200000,26341.95,26424.73,26112.41,26374.23,33.09280997
1609221600000,26421.34,26490,26235.42,26341.95,60.90627784
1609218000000,26446.52,26462.63,25847,26421.34,138.2436846
1609214400000,26412.52,26555.33,26157,26446.52,96.17688211
1609210800000,26832.99,26832.99,26400,26412.52,65.21406993
1609207200000,26812.74,26917.2,26699,26832.99,89.24673662
1609203600000,26784.23,26824.51,26618,26812.74,125.1839996
1609200000000,27044.13,27076.94,26708.47,26784.23,126.0482124
1609196400000,26870.89,27130.38,26804.35,27044.13,155.1597308
1609192800000,26609.7,26912.02,26416.86,26870.89,141.1668103
1609189200000,26837.01,26932.81,26600,26609.7,112.710727
1609185600000,26977.27,27071.7,26655,26837.01,132.6920735
1609182000000,26992.67,27155.03,26915.67,26977.27,76.25425074
1609178400000,27130.34,27208.45,26875.62,26992.67,140.5532964
1609174800000,27042.92,27220.02,27002.45,27130.34,89.77542475
1609171200000,26887.38,27157.28,26700,27042.92,121.4982006
1609167600000,27245.54,27305.86,26795.69,26887.38,141.6298056
1609164000000,27230.84,27330.63,27136.33,27245.54,245.4228634
1609160400000,27053.16,27487.23,27053.16,27230.84,81.43319735
1609156800000,26826.72,27109.74,26690.17,27053.16,39.9740346
1609153200000,26689.73,26848.54,26575.98,26826.72,17.91593127
1609149600000,26779.01,26888,26550,26689.73,9.497025924
1609146000000,26892.82,26958.7,26731.53,26779.01,7.865547638
1609142400000,26991.59,27028.86,26674.75,26892.82,36.11072501
1609138800000,27034.46,27183.88,26983.15,26991.59,33.11909178
1609135200000,26938.7,27078.04,26836.96,27034.46,22.32029626
1609131600000,26838.92,27143.73,26810.71,26938.7,25.7158719
1609128000000,27279.54,27292.63,26835.62,26838.92,45.94730018
1609124400000,27073.58,27280.9,26894.59,27279.54,38.03329687
1609120800000,27049.86,27143.77,26901.65,27073.58,30.15715786
1609117200000,26868.86,27333.31,26776.33,27049.86,109.5629454
1609113600000,26266.84,26957.03,26088,26868.86,65.98559117
1609110000000,26479.79,26697.7,26218.22,26266.84,77.24381387
1609106400000,26391.91,26654.78,26244.77,26479.79,104.4712225
1609102800000,26169.81,26449.24,25792.41,26391.91,234.9846158
1609099200000,27068.01,27068.01,26079.26,26169.81,181.7593051
1609095600000,27026.56,27265,26951.07,27068.01,48.31231287
1609092000000,26770.22,27027.63,26550,27026.56,37.91261427
1609088400000,27036.62,27047.08,26641.53,26770.22,62.54680954
1609084800000,27336.69,27461.96,26591.17,27036.62,125.7235734
1609081200000,27295.12,27461.86,27000,27336.69,49.15193034
1609077600000,27502.7,27745,27225.17,27295.12,85.59666362
1609074000000,27198.99,27565.58,27007.92,27502.7,90.32902589
1609070400000,27618.82,27618.82,26509.75,27198.99,225.3540963
1609066800000,27820.99,28395,26928.61,27618.82,280.0677097
1609063200000,27807.61,27853.88,27680.5,27820.99,25.80140122
1609059600000,27456.07,27818.69,27201.36,27807.61,63.39703092
1609056000000,27611.65,27929.41,27388.7,27456.07,159.9051905
1609052400000,27620.94,27753,27440.46,27611.65,151.0347636
1609048800000,26895.49,27727.23,26891.53,27620.94,211.6776571
1609045200000,26738.68,26922.29,26699.81,26895.49,26.41071428
1609041600000,26573.88,26827.98,26573.88,26738.68,39.22173785
1609038000000,26570.99,26636.41,26425.98,26573.88,47.7607985
1609034400000,26635.1,26856.51,26505.29,26570.99,48.02283804
1609030800000,26751.44,26940,26528.83,26635.1,106.3159802
1609027200000,26453.06,26849.48,26453.06,26751.44,90.46778306
1609023600000,26398.69,26647.15,26348.58,26453.06,53.71558201
1609020000000,26699.88,26788.34,25983.25,26398.69,180.7954572
1609016400000,26436.72,26832.85,26280.49,26699.88,215.9323377
1609012800000,25938.17,26456.51,25821.87,26436.72,145.8162356
1609009200000,25632.32,25938.17,25577.94,25938.17,34.72695028
1609005600000,25778.81,25850,25593.79,25632.32,64.81661171
1609002000000,25866.28,25987.38,25661.05,25778.81,92.56152029
1608998400000,25602.35,25916,25559.51,25866.28,135.5353372
1608994800000,25381.44,25670.99,25333.37,25602.35,171.8460526
1608991200000,24942.97,25420,24821.88,25381.44,167.5878131
1608987600000,24904.81,24975.71,24820.1,24942.97,22.03048789
1608984000000,24832.88,24923.94,24735.96,24904.81,18.54992462
1608980400000,24721.04,24867.27,24702.38,24832.88,18.08528405
1608976800000,24873.74,24907.36,24575,24721.04,11.66433754
1608973200000,24910.49,24910.49,24720,24873.74,10.81257888
1608969600000,24793.48,24982.22,24764.84,24910.49,16.45986848
1608966000000,24837.43,24949.99,24731.47,24793.48,9.867827919
1608962400000,24715.99,24862,24662.5,24837.43,18.34213406
1608958800000,24816,24847.53,24667.5,24715.99,26.05402576
1608955200000,24930.31,24930.31,24752.83,24816,38.20324264
1608951600000,24830.27,25029,24820.26,24930.31,151.1789245
1608948000000,24916.9,24962.84,24775,24830.27,99.42480782
1608944400000,24608.13,24916.9,24500,24916.9,72.3370497
1608940800000,24713.97,24775.72,24534.07,24608.13,40.98694071
1608937200000,24587.14,24777,24510.44,24713.97,56.80311667
1608933600000,24420.51,24640,24354.8,24587.14,52.49247367
1608930000000,24454.93,24465.13,24206.56,24420.51,22.72746706
1608926400000,24449.02,24497.71,24342.9,24454.93,51.38571268
1608922800000,24356.64,24531.08,24302.28,24449.02,51.09970804
1608919200000,24201.7,24428.42,24140.84,24356.64,36.88443631
1608915600000,24052.48,24245.41,24000,24201.7,36.75384712
1608912000000,24031.6,24302.67,24018.74,24052.48,44.93979436
1608908400000,24071.31,24201.58,23955.92,24031.6,43.16325013
1608904800000,24502.31,24532.78,23831.02,24071.31,117.8458963
1608901200000,24342.96,24555.28,24326.14,24502.31,68.45140512
1608897600000,24554.13,24582.19,24342.62,24342.96,37.43417214
1608894000000,23972.32,24663.99,23908.25,24554.13,339.1676966
1608890400000,23919.03,23999,23735.39,23972.32,107.5493153
1608886800000,23683.69,23951,23668.84,23919.03,87.82744869
1608883200000,23646.66,23878,23607.6,23683.69,71.9299479
1608879600000,23628.51,23677.37,23520.59,23646.66,212.333298
1608876000000,23597.98,23670.9,23545.86,23628.51,42.5164564
1608872400000,23590.94,23630,23521.14,23597.98,30.21749114
1608868800000,23473.44,23607.89,23448.64,23590.94,11.096904
1608865200000,23470.91,23547.99,23432.37,23473.44,21.39765783
1608861600000,23608.76,23611.47,23455.2,23470.91,48.81959331
1608858000000,23630.64,23655,23552.56,23608.76,14.14015042
1608854400000,23738.23,23800,23559.59,23630.64,49.11178565
1608850800000,23689.1,23800,23623.5,23738.23,92.73680443
1608847200000,23423.66,23738.33,23390.53,23689.1,42.83353317
1608843600000,23528.44,23565.82,23380.67,23423.66,57.38105113
1608840000000,23315.23,23568.42,23270.89,23528.44,57.31971047
1608836400000,23327.16,23410.9,23274.72,23315.23,37.88742067
1608832800000,23388.56,23437.43,23300,23327.16,21.6095064
1608829200000,23228.9,23466.77,23183.03,23388.56,206.4475082
1608825600000,23240.71,23350.4,23119.07,23228.9,132.93485
1608822000000,23221.48,23275.67,23060.64,23240.71,234.8917682
1608818400000,23394.63,23436.73,23173.58,23221.48,82.22181407
1608814800000,23223.6,23408.38,23149.91,23394.63,59.03577336
1608811200000,23218.81,23288.95,23034.54,23223.6,20.66969444
1608807600000,23139.71,23277.32,23057.97,23218.81,5.211178957
1608804000000,23349.18,23349.18,23133.79,23139.71,3.96244595
1608800400000,23430.47,23447.16,23253.79,23349.18,12.57074502
1608796800000,23167.73,23476.28,23068.2,23430.47,37.3200582
