unix,open,high,low,close,Volume BTC,Volume USDT,gains,losses,gains ave,losses ave,rs,rsi,rsi ma,rsi ema
1.52E+12,8240.98,8611.64,7900,8260,38815.40989,322355002.2,19.02,0,2150.132939,3640.270604,0.590651952,37.1326959,47.56660877,49.03894624
1.52E+12,8260,8348.62,7721.99,7824.8,33110.20633,265973111.6,0,435.2,1996.552015,3815.451275,0.5232807,34.35221756,46.94516782,48.44430053
1.52E+12,7824.01,8317.4,7322,8189.99,59488.23171,458311733.5,365.19,0,2219.131157,3542.919041,0.626356722,38.51287442,46.55395847,47.8299163
1.52E+12,8189,8705.23,8088.4,8600,55297.08494,462654339,410.01,0,2470.631789,3289.853396,0.750985376,42.88930029,46.12476266,47.21059236
1.52E+12,8595.01,9050,8280,8909.98,44865.10584,387879393.5,309.98,0,2604.138089,3054.863867,0.852456346,46.01762129,45.76725498,46.75094863
1.52E+12,8909.96,9177.01,8750.6,8885,39972.40537,358157473.4,0,24.98,2418.128226,2861.639305,0.845015031,45.79989955,45.48777632,46.31261845
1.52E+12,8884.82,9100,8465.1,8722.9,40617.55681,354804129.3,0,162.1,2245.404781,2819.336498,0.796430218,44.33404704,44.94565554,45.93086402
1.52E+12,8720,8909,8269,8898.03,39991.00767,340755592.5,175.13,0,2260.148725,2617.955319,0.863325936,46.33252396,44.46121148,45.62070263
1.52E+12,8898.04,8999.95,8491,8546.86,35466.60957,313254829.9,0,351.17,2098.709531,2782.128511,0.754353914,42.99895864,43.68532607,45.14816967
1.52E+12,8531.25,8669.85,8365.77,8470.15,29001.76932,247023172.3,0,76.71,1948.801707,2660.115046,0.732600535,42.28329153,42.85960914,44.66729893
1.52E+12,8470.14,8514.89,7831,8134.23,44033.59566,358429758.9,0,335.92,1809.601585,2806.026828,0.644898177,39.20596337,41.91703991,43.97991793
1.52E+12,8134.22,8215.94,7730,7795.51,37427.64805,297609656.4,0,338.72,1680.344329,2944.316341,0.570707809,36.33443509,41.17439669,43.19570178
1.52E+12,7795.51,8109,7728,7949.3,26401.33167,209186093.2,153.79,0,1714.109734,2734.008031,0.626958559,38.53561944,40.84237377,42.30063847
1.52E+12,7949.3,7975,6941.11,7090.14,54620.91513,405591158.6,0,859.16,1591.673325,3397.881743,0.468431054,31.90010538,40.40102759,41.51226922
1.52E+12,7090.16,7292.43,6600.1,6840.23,65306.03198,450352009.2,0,249.91,1477.982373,3405.085904,0.43405142,30.26749349,39.89591626,41.04334241
1.52E+12,6840.24,7223.36,6777,6923.91,36868.53909,258341534.5,83.68,0,1456.092203,3161.865482,0.460516809,31.53108587,39.59277183,40.59372204
1.52E+12,6922,7049.98,6430,6813.01,44071.43046,297470498.8,0,110.9,1352.085617,3046.917948,0.443755178,30.73617917,38.90899379,40.10525799
1.52E+12,6813.01,7125,6765,7056,32123.56007,224322159.4,242.99,0,1498.498073,2829.280951,0.529639191,34.62510597,38.54293093,39.74651768
1.52E+12,7063.97,7520,7011.01,7405.21,37787.33181,277080072.8,349.21,0,1740.672497,2627.189455,0.662560705,39.85182032,38.41731535,39.16025096
1.52E+12,7405.21,7427.52,6707,6796.1,42227.1838,297443582.7,0,609.11,1616.338747,3048.643065,0.530183007,34.64833974,38.34357573,38.72812694
1.52E+12,6796.1,6902,6566.69,6770.76,39029.73146,263446941.1,0,25.34,1500.885979,2856.222846,0.525479299,34.44683251,38.22554336,38.51055882
1.52E+12,6770,6850,6500,6601.39,27455.01192,182139799.8,0,169.37,1393.679838,2821.576929,0.493936502,33.06275074,38.03173645,38.39367066
1.52E+12,6601.39,7070,6586.28,6895.8,32269.57827,222323863.5,294.41,0,1588.541278,2620.03572,0.606305199,37.74533005,38.19331323,38.27598155
1.52E+12,6895.81,7109.13,6880,7018,21427.67317,149967346.7,122.2,0,1597.274044,2432.890311,0.656533522,39.63297531,38.24665137,38.10500998
1.52E+12,7011.04,7185,6611,6782.72,34078.29721,234309953.8,0,235.28,1483.183041,2494.392432,0.594606936,37.28862095,37.97995235,38.16682226
1.52E+12,6781.55,6890,6656,6843.9,22326.7281,151417844.3,61.18,0,1438.421395,2316.221544,0.621020644,38.31047102,37.6129452,38.22270263
1.52E+12,6839.56,6990,6787,6953.79,23997.87118,165264003.4,109.89,0,1445.56701,2150.777148,0.672113804,40.19545812,37.34606703,38.05277744
1.52E+12,6953.78,8012.23,6743.2,7923,64861.59599,485176252.5,969.21,0,2311.522223,1997.150209,1.157410301,53.64813083,37.78959483,37.74489487
1.52E+12,7922.99,8233.39,7732,7877.41,55044.52315,439884522.7,0,45.59,2146.413493,1900.086622,1.129639811,53.04370275,38.10917478,37.46571538
1.52E+12,7877.48,8186,7810,7999.01,31621.28636,252868761.3,121.6,0,2114.698243,1764.366149,1.198559746,54.51567774,38.65758997,37.692431
1.52E+12,8004,8429.54,7999.02,8355,27946.72044,230287099.6,355.99,0,2319.638369,1638.339996,1.415846756,58.606646,39.43489256,37.98415164
1.52E+12,8355.07,8419,7867,8064.92,36664.06972,295817536.5,0,290.08,2153.949914,1811.39571,1.189110641,54.31934863,40.15457758,38.45555847
1.52E+12,8064.92,8173.7,7825.4,7885.02,32152.60357,258221765.6,0,179.9,2000.096349,1861.910302,1.074217349,51.78904464,40.89051137,39.14109234
1.52E+12,7890.96,8236.43,7868,8173,26969.04457,217649160.1,287.98,0,2145.212324,1728.916709,1.240784077,55.37276393,41.69228015,39.85053201
1.52E+12,8173.99,8296,8080,8278,27113.84746,222675105.8,105,0,2096.982872,1605.422659,1.306187415,56.63838968,42.87029369,40.57851756
1.52E+12,8273.84,8930,8177.09,8856.98,39795.33749,337288580.4,578.98,0,2526.178381,1490.749612,1.694569203,62.88831629,44.4236662,41.35815137
1.52E+12,8852.12,9035,8565,8915.31,40872.22991,358915978.1,58.33,0,2404.067068,1384.267497,1.736707012,63.4597348,45.94407806,42.41665099
1.52E+12,8915.31,9020.67,8727.68,8787.02,29458.25348,261804372.9,0,128.29,2232.347992,1413.681247,1.579102784,61.22682639,47.39601364,43.82156164
1.52E+12,8785.7,8985,8745,8934.01,25838.11471,229754640.6,146.99,0,2219.884564,1312.704015,1.691077759,62.84016705,48.73958798,45.30732313
1.52E+12,8934,9731.01,8922,9619.99,46268.79011,431210048.1,685.98,0,2747.301381,1218.939442,2.253845667,69.26713488,50.14031724,46.76940649
1.52E+12,9618.96,9759.82,8730,8869.99,81110.03759,745137763,0,750,2551.065568,1881.872339,1.355599694,57.54796528,51.2307756,48.14853353
1.52E+12,8869.99,9307.48,8651.62,9266,43300.30425,385046648.1,396.01,0,2764.856599,1747.452887,1.582220969,61.27364729,52.50824297,49.54278213
1.52E+12,9267.03,9395,8889,8915.35,37241.34704,342805674.6,0,350.65,2567.366842,1973.284823,1.301062478,56.54181451,53.62629363,50.72437756
1.52E+12,8915.35,9427.48,8870,9348,34759.62842,321653866.2,432.65,0,2816.633496,1832.335907,1.537181848,60.5861913,54.71395369,51.97308335
1.52E+12,9348,9570.51,9163.74,9419,38149.85004,357004896,71,0,2686.445389,1701.454771,1.578910844,61.22394063,55.74209489,53.13033054
1.53E+12,9417.04,9458.64,9124.99,9246.01,35002.03388,325019389.2,0,172.99,2494.556433,1752.912287,1.423092559,58.73042504,56.76313318,54.23886674
1.53E+12,9246.01,9248.99,8800.49,9071.48,41018.46363,368688349.6,0,174.53,2316.37383,1802.234267,1.285278986,56.2416665,57.61699963,55.29112645
1.53E+12,9071.48,9268,8970.2,9247.84,26123.54396,238421833.8,176.36,0,2327.278557,1673.503248,1.390662707,58.17059441,58.4729585,56.32153116
1.53E+12,9247.81,9844,9168.4,9750,38768.38829,366028365.2,502.16,0,2663.204374,1553.967302,1.71380979,63.15143368,58.92549673,57.22835909
1.53E+12,9750,9830.04,9520.85,9713.99,28681.58888,277565997.6,0,36.01,2472.97549,1478.979637,1.672082176,62.57600126,59.37941571,58.09957868
1.53E+12,9714,10020,9682,9864,24990.01835,246807563.5,150.01,0,2446.344384,1373.338234,1.781312369,64.04575009,59.83322868,58.67772132
1.53E+12,9863.99,9970,9417.03,9659.01,27690.35156,267359420.3,0,204.99,2271.605499,1480.232646,1.534627347,60.54646845,59.92560118,59.16890739
1.53E+12,9661.02,9689.67,9181,9365,33787.64001,316015961.4,0,294.01,2109.347964,1668.511743,1.264209241,55.8344705,59.99774984,59.63393229
1.53E+12,9365,9475.7,9060.54,9187.56,25533.83189,236418155.7,0,177.44,1958.680252,1726.772333,1.134301387,53.14626106,60.06237919,59.83810051
1.53E+12,9178,9390,8965,9310,25673.5249,235736782.3,122.44,0,1941.21452,1603.431452,1.210662618,54.764694,60.03342348,59.94985504
1.53E+12,9310,9395.12,8970,9002.2,25055.06372,231595002.6,0,307.8,1802.55634,1796.700634,1.003259144,50.08134604,59.72118331,60.02862195
1.53E+12,9002.21,9016.8,8341,8400,48227.04806,418859806.5,0,602.2,1673.802315,2270.564874,0.737174407,42.43525602,58.74722806,60.03198302
1.53E+12,8405.94,8646.88,8153,8465.94,40241.32081,337899865.9,65.94,0,1620.185007,2108.381669,0.76844958,43.45329312,57.79454036,59.81442322
1.53E+12,8475.44,8763.36,8298,8679.71,25632.86936,219455683.1,213.77,0,1718.227507,1957.782978,0.877639414,46.74163781,57.10476947,59.06738661
1.53E+12,8679.71,8879.99,8277,8663.34,37389.66653,320583612.2,0,16.37,1595.49697,1834.311337,0.86980707,46.51854644,56.32754944,58.17639423
1.53E+12,8663.37,8859.99,8401.3,8462,28126.95614,242341031.1,0,201.34,1481.532901,1904.629099,0.777859008,43.75257005,55.11257017,57.4262569
1.53E+12,8462,8488,8083.01,8330,31130.71891,257056552.4,0,132,1375.709122,1900.584163,0.723834887,41.9898038,54.37170533,56.65716168
1.53E+12,8330,8464,7979,8041.46,25439.8448,209489039.3,0,288.54,1277.444185,2053.368151,0.622121359,38.35233139,53.2802141,55.57594762
1.53E+12,8038.82,8273.21,7911.9,8239.81,23476.15825,189870380.9,198.35,0,1384.548172,1906.698998,0.726149315,42.06758413,52.59096503,54.73297802
1.53E+12,8238.01,8390.8,8095.73,8233.49,17193.42428,141878775.4,0,6.32,1285.651874,1776.826212,0.723566472,41.98076975,51.70499258,53.71604328
1.53E+12,8233.49,8609,8163.9,8526.98,19957.05711,167440553.7,293.49,0,1487.309597,1649.910054,0.901448896,47.4085261,51.0471157,52.92848851
1.53E+12,8526.97,8595.31,8305,8381.24,21516.59649,181750674.8,0,145.74,1381.073197,1677.799336,0.823145634,45.14974659,50.40041672,52.07204136
1.53E+12,8386.89,8400.18,7935.11,7977.11,23710.90286,194335432.4,0,404.13,1282.425112,1962.086526,0.653602731,39.52598279,49.60443178,51.3545934
1.53E+12,7977.12,8031.9,7425,7501.95,42910.66677,331238049.6,0,475.16,1190.823318,2297.097489,0.518403474,34.14135194,48.46018214,50.68666972
1.53E+12,7501.95,7730.73,7266.99,7575.01,37845.4466,284286378.5,73.06,0,1178.82451,2133.019097,0.552655394,35.59420824,47.14793331,49.92910317
1.53E+12,7578.99,7649.55,7308.15,7457,26739.95664,199749586,0,118.01,1094.622759,2098.67059,0.52157912,34.27880371,45.80044772,48.90085845
1.53E+12,7456.99,7620,7300,7333.96,19464.08607,145636226.5,0,123.04,1016.435419,2071.805548,0.490603677,32.91308645,44.31793992,47.67381085
1.53E+12,7334,7400,7231.11,7338.99,18706.94552,136710618.5,5.03,0,948.8628892,1923.819437,0.493218267,33.03055408,43.00765829,46.36245666
1.53E+12,7338.99,7437,7058.02,7099,27219.43896,196788994.3,0,239.99,881.0869685,2026.393763,0.434805409,30.30413784,41.79192816,44.93129494
1.53E+12,7099,7540,7032.95,7461.29,39407.21183,288070643.9,362.29,0,1180.442185,1881.651351,0.627343734,38.55016743,41.09687608,43.58474928
1.53E+12,7467.98,7569,7260.5,7375.96,32041.58362,237956894,0,85.33,1096.124886,1832.577683,0.598132836,37.42697867,40.27127059,42.3297745
1.53E+12,7382.07,7699,7327.51,7485.01,30776.0631,231017579.8,109.05,0,1126.880251,1701.679277,0.662216592,39.83936841,39.78355737,41.46674561
1.53E+12,7485.01,7608.55,7355.54,7521.01,28259.12408,211458512.1,36,0,1082.388805,1580.130758,0.684999516,40.65280196,39.6986786,40.62991309
1.53E+12,7521.01,7697.33,7437,7640.03,26720.69022,203370447.7,119.02,0,1124.095319,1467.264275,0.766116465,43.37859252,39.69512143,40.03746409
1.53E+12,7636.81,7786.69,7600,7714.26,27505.15895,211737376.9,74.23,0,1118.032796,1362.459684,0.820598811,45.07301695,39.6156633,39.80031425
1.53E+12,7714.26,7760.52,7446.5,7487,32258.83512,244167051.2,0,227.26,1038.173311,1492.401135,0.695639588,41.02520329,39.35407553,39.72667928
1.53E+12,7487,7679.49,7358,7625,31722.97338,237722147.7,138,0,1102.018074,1385.801054,0.795220981,44.29655121,39.37997939,39.64896809
1.53E+12,7626.64,7699,7467.05,7658.84,27229.9919,207006657.8,33.84,0,1057.142497,1286.815264,0.821518462,45.1007486,39.52811962,39.4425433
1.53E+12,7658.79,7765,7620,7691.08,25062.2272,192949056.8,32.24,0,1013.872319,1194.899888,0.848499802,45.90207698,39.88763132,39.39874856
1.53E+12,7691.08,7703.5,7531,7603.44,23396.80467,178204158.4,0,87.64,941.4528677,1197.189896,0.786385577,44.02104379,39.9806532,39.4893083
1.53E+12,7603.44,7683.98,7450,7491.73,19339.88518,147171153.4,0,111.71,874.2062343,1223.386332,0.714579043,41.67664628,39.96617113,39.76813441
1.53E+12,7491.73,7491.73,6622.81,6764.99,52342.02003,367338754.6,0,726.74,811.7629318,1862.741594,0.435789341,30.35189972,39.15395083,39.91689757
1.53E+12,6765,6922,6610,6872,34552.1623,233056682.9,107.01,0,860.7898653,1729.688623,0.497655967,33.22899106,38.58629581,39.95138906
1.53E+12,6872,6890.51,6435,6530,36722.21119,245787800.8,0,342,799.3048749,1948.139436,0.410291409,29.09266884,38.08947133,39.3931823
1.53E+12,6530,6627.6,6118.68,6292.78,46185.5181,295395681.7,0,237.22,742.2116695,2046.206619,0.362725671,26.61765893,37.73120024,38.82836175
1.53E+12,6292.78,6720,6260,6635.98,44478.13084,289074808.8,343.2,0,1032.39655,1900.049003,0.543352592,35.20599211,37.71271375,38.31113846
1.53E+12,6638.67,6666.66,6362.31,6388.9,30018.32991,196192096.1,0,247.08,958.6539395,2011.411217,0.476607633,32.27720231,37.6173994,37.9051817
1.53E+12,6380.01,6560,6320.86,6483.98,22277.24115,143760033.7,95.08,0,985.2586582,1867.738988,0.527514104,34.53415602,37.69459319,37.77045414
1.53E+12,6482.5,6589.03,6422,6449.61,19847.24769,129120718.8,0,34.37,914.8830397,1768.69906,0.517263259,34.09185953,37.74513155,37.66331582
1.53E+12,6444.06,6794.38,6380,6712.46,31821.435,208570444,262.85,0,1112.384251,1642.363413,0.677307009,40.38062236,38.22496414,37.68520998
1.53E+12,6711.39,6841.74,6653,6741.21,24311.42114,163420093.8,28.75,0,1061.678233,1525.05174,0.696158829,41.04325709,38.3436827,37.72715508
1.53E+12,6740,6817.23,6551.81,6761.51,26359.75245,175935335.7,20.3,0,1006.144074,1416.119473,0.710493777,41.53734943,38.53941464,38.07562142
1.53E+12,6763.21,6795,6672.57,6718.84,25428.85405,171149859.2,0,42.67,934.2766399,1357.638082,0.688163254,40.7640228,38.5834458,38.26326431
1.53E+12,6717.69,6733.97,5918.94,6045,52157.37083,327460666.9,0,673.84,867.5425942,1934.503934,0.448457395,30.96103457,38.12193307,38.45656954
1.53E+12,6045.92,6260,6008.48,6149.98,26622.78859,162755765.8,104.98,0,910.555266,1796.325081,0.506898932,33.63854878,37.65812146,38.54538292
1.53E+12,6149.98,6259.8,5750,6136.97,47445.99896,284095336.1,0,13.01,845.5156042,1681.026147,0.502975879,33.46533275,37.10537459,38.24896802
1.53E+12,6137.95,6350,6061.97,6252,39164.51531,242859915.8,115.03,0,900.1516324,1560.952851,0.576668047,36.5751084,36.89346531,37.83537543
1.53E+12,6252,6272.54,6035,6070.78,19377.24048,119676555.6,0,181.22,835.8550873,1630.676218,0.512581883,33.88787668,36.39781414,37.32437484
1.53E+12,6065.89,6190.43,5971,6133.73,19225.6711,117103011.8,62.95,0,839.1011524,1514.199346,0.554155009,35.65635384,35.94808106,37.02273817
1.53E+12,6134.73,6173.01,5827,5853.98,30585.26603,185247010.9,0,279.75,779.1653558,1685.79225,0.46219536,31.60968587,35.26749101,36.58529135
1.53E+12,5851.01,6300,5780,6197.92,33911.28728,201409363.9,343.94,0,1067.450688,1565.378517,0.681912187,40.54386382,35.10191101,36.13924415
1.53E+12,6197.92,6528.99,6186.03,6390.07,37919.61284,241568568,192.15,0,1183.35421,1453.565766,0.814104348,44.87637928,35.25427925,35.52901695
1.53E+12,6391.08,6441.06,6251,6356.81,27562.96597,175096501.5,0,33.26,1098.828909,1382.99964,0.79452581,44.27497256,35.91728272,35.23004279
1.53E+12,6360.82,6685,6271.62,6615.29,36230.45226,235524330.6,258.48,0,1278.82113,1284.213951,0.995800683,49.89479618,36.71089248,35.24700831
1.53E+12,6615.29,6679.35,6463.01,6513.86,38657.78169,254550438.1,0,101.43,1187.476764,1293.914384,0.917739828,47.85528331,37.60435032,35.71620039
1.53E+12,6511.01,6784.92,6441.11,6586.98,23571.89278,156277884.3,73.12,0,1175.776995,1201.491928,0.978597498,49.45914969,38.69204035,36.41248486
1.53E+12,6585.53,6712,6453.33,6529.2,35071.9729,230809190.3,0,57.78,1091.792924,1173.451076,0.930411967,48.19758596,39.31068768,37.24679068
1.53E+12,6529.2,6648.54,6425,6609.78,29397.09475,192230903.7,80.58,0,1094.387715,1089.633142,1.004363462,50.10884908,40.15981371,38.25846545
1.53E+12,6609.79,6818.16,6508.88,6756.98,23973.87689,158034155.2,147.2,0,1163.417164,1011.802203,1.149846443,53.4850499,41.06223723,38.99502101
1.53E+12,6753.48,6780,6667.44,6712.1,24622.94779,165941351.8,0,44.88,1080.315938,984.410617,1.097424102,52.32247027,41.93036155,39.8103759
1.53E+12,6712.1,6802.06,6612.24,6662.12,26732.40655,179250573.7,0,49.98,1003.150514,964.0755729,1.040530993,50.99314819,42.43571993,40.68667883
1.53E+12,6662.78,6681,6263,6296.91,38560.6727,249099760.2,0,365.21,931.4969055,1260.423032,0.739035135,42.49684898,42.50493859,41.55725674
1.53E+12,6296.91,6406,6278.99,6378.07,28715.49849,182357469,81.16,0,946.1214123,1170.392815,0.808379375,44.70186876,42.65562998,42.17218097
1.53E+12,6378.07,6380.28,6070,6250.57,31306.66335,194325733.8,0,127.5,878.5413114,1214.293329,0.723500073,41.9785345,42.71346387,42.4051113
1.53E+12,6251.4,6350,6110,6214.57,26375.32529,164467999.8,0,36,815.7883606,1163.558091,0.701115283,41.21503641,43.20174968,42.58047438
1.53E+12,6214.57,6335,6178,6251.99,17783.072,110959488.2,37.42,0,794.9377634,1080.446799,0.735749103,42.38798695,43.61838959,42.67356703
1.53E+12,6250.9,6395,6225.4,6353.01,22979.21151,145409822.7,101.02,0,839.1764946,1003.272027,0.836439641,45.54680821,44.19369794,43.04329488
1.53E+12,6354.15,6747.3,6330.4,6723.35,36204.87708,237104112.5,370.34,0,1149.575316,931.6097397,1.233966614,55.23657366,45.08233915,43.44586118
1.53E+12,6723.33,7468.99,6652.04,7317.44,52105.42346,364669305,594.09,0,1661.552794,865.0661868,1.920723315,65.76190579,46.60015006,43.96934691
1.53E+12,7317.44,7588.08,7225.38,7381.9,59487.64345,440669913.2,64.46,0,1607.330451,803.2757449,2.000969731,66.67743798,48.07734454,44.74844148
1.53E+12,7381.88,7576.28,7270,7466.21,41218.25644,305198281.1,84.31,0,1576.831133,745.898906,2.114001134,67.88697381,49.80483444,46.04463748
1.53E+12,7468.86,7700,7273,7337.53,46140.31345,342862693.1,0,128.68,1464.200338,821.3004127,1.782782908,64.06474982,50.92487663,47.46753242
1.53E+12,7337.47,7458.47,7211,7398.78,28886.49029,212126417.2,61.25,0,1420.8646,762.6360975,1.863096442,65.07277976,51.88660999,49.10364384
1.53E+12,7399.25,7582.4,7335.5,7394.79,30270.21844,225619234.8,0,3.99,1319.374271,712.1520905,1.852658005,64.94497419,52.87089578,50.37850679
1.53E+12,7394.78,7833,7375,7721.01,41646.34667,320156546.6,326.22,0,1551.353252,661.2840841,2.345970951,70.11330898,53.8336821,51.43417903
1.53E+12,7721.65,8486,7696,8397.24,60121.16375,487117211.7,676.23,0,2116.772305,614.0495066,3.447233948,77.51411301,55.24600733,52.43988076
1.53E+12,8397.24,8491.77,8050,8175.64,48257.64912,398119757.8,0,221.6,1965.574283,791.7888276,2.482447611,71.28456443,56.28531279,53.4155417
1.53E+12,8175.63,8315.69,7850.06,7920,43223.48168,352101207.7,0,255.64,1825.17612,990.8724828,1.841988906,64.81337426,57.07654081,54.69686764
1.53E+12,7920,8285,7805,8188.57,43671.00589,350881696.8,268.57,0,1963.376397,920.0958769,2.133882399,68.09069797,57.93281933,55.80877925
1.53E+12,8188.57,8246.54,8067,8225.04,26215.17384,214357817,36.47,0,1859.605226,854.3747428,2.176568586,68.51948973,58.64874503,56.69621234
1.53E+12,8225.04,8294.51,8115,8211,25531.22619,209564023.1,0,14.04,1726.776281,807.3879755,2.138719344,68.13987202,59.40195464,57.56183723
1.53E+12,8210.99,8273,7866,8173.92,39692.41654,321599782.2,0,37.08,1603.435119,786.7974058,2.037926291,67.08280898,60.16812896,58.32267269
1.53E+12,8171.4,8180,7633,7730.93,48296.91559,379841367.2,0,442.99,1488.904039,1173.587591,1.268677387,55.92145425,60.80739588,59.07817005
1.53E+12,7735.67,7750,7430,7604.58,42582.31293,322252070.4,0,126.35,1382.55375,1216.109906,1.136865791,53.20248917,61.21218733,59.84114129
1.53E+12,7600.08,7709.46,7455.72,7525.71,37665.69668,285656680.7,0,78.87,1283.799911,1208.114913,1.062647185,51.51861126,61.6664767,60.5175195
1.53E+12,7525.71,7540,7282.44,7418.78,44669.48605,330599837.7,0,106.93,1192.099917,1228.75099,0.970172091,49.24301259,62.04876128,61.00378698
1.53E+12,7412.27,7494.81,6926,7009.84,36288.42601,262282965.5,0,408.94,1106.949923,1549.923062,0.714196691,41.66363726,62.01426843,61.46766978
1.53E+12,7009.84,7089.87,6882.29,7024.19,32894.84978,229992627.5,14.35,0,1042.232071,1439.214272,0.72416741,42.00099164,61.84542003,61.87443383
1.53E+12,7024.19,7160,6821,6934.82,32760.19164,229071781.1,0,89.37,967.7869235,1425.783253,0.678775628,40.43277833,61.14047739,61.97231805
1.53E+12,6935,7150.46,6670,6720.06,45438.4735,316365882.1,0,214.76,898.6592861,1538.701592,0.584037406,36.87017767,59.76468081,61.88348943
1.53E+12,6720.63,6721.54,6123,6285,59550.53632,382460776.5,0,435.06,834.4693371,1863.854335,0.44771167,30.9254722,58.06220625,61.363381
1.53E+12,6283.27,6622.81,6178.6,6529.79,51941.18511,332880900.9,244.79,0,1019.654384,1730.721883,0.589149761,37.07326872,56.59488696,60.24429087
1.53E+12,6529.79,6575.88,6026.39,6144.01,59034.9749,374699380.9,0,385.78,946.8219284,1992.878891,0.475102593,32.20810506,55.07790388,58.71683164
1.53E+12,6148.13,6488,5971,6232.35,47133.41856,291056267.1,88.34,0,967.5317907,1850.530399,0.522840258,34.33323062,53.61411583,57.23147037
1.53E+12,6222.55,6472.3,6130,6308.33,38567.77071,243227298.9,75.98,0,974.4023771,1718.349656,0.567057102,36.1861161,52.24464639,55.72397383
1.53E+12,6308.56,6545,6145.04,6246.35,53895.82878,341552293,0,61.98,904.8022073,1657.590395,0.545853915,35.31083435,50.5873857,54.24707323
1.53E+12,6248.25,6250.33,5880,6188.08,50186.74509,303179556.4,0,58.27,840.1734782,1597.461081,0.525943003,34.46675282,48.5375114,52.84537444
1.53E+12,6188.08,6609,6172.11,6267.16,68806.68703,439109005.4,79.08,0,859.2410869,1483.356718,0.579254522,36.67898455,46.88962665,51.26478232
1.53E+12,6265.27,6480,6205.6,6311.75,48515.25462,307755605.2,44.59,0,842.4567235,1377.402667,0.611627045,37.95090478,45.61046143,49.35569268
1.53E+12,6316,6585,6285.4,6584.49,57851.6108,374472431.7,272.74,0,1055.021243,1279.016762,0.824868973,45.20154517,44.52050177,47.62944645
1.53E+12,6579.04,6620,6288,6387.96,53742.32217,345964004.4,0,196.53,979.6625831,1384.188422,0.707752332,41.44349965,43.23116891,46.21615694
1.53E+12,6387.96,6541,6300,6477.53,45190.84799,289271954.6,89.57,0,999.2566843,1285.31782,0.777439376,43.73929072,42.06923647,45.02919832
1.53E+12,6477.53,6530,6220,6254.84,49435.55526,317617945.7,0,222.69,927.8812068,1416.199405,0.655191073,39.5840144,40.75977006,43.77057774
1.53E+12,6251,6500,6235.08,6480,41569.94741,265458342.8,225.16,0,1086.763978,1315.042304,0.826409899,45.24777814,40.25149977,42.57963885
1.53E+12,6479.98,6882.54,6251.2,6360.89,77909.39136,512501182.2,0,119.11,1009.137979,1340.220711,0.752964024,42.95376366,39.76346522,41.3057307
1.53E+12,6362.57,6576.99,6342.28,6525.01,40358.16683,259786384.6,164.12,0,1101.176695,1244.49066,0.884841269,46.94513451,39.54568062,40.56776905
1.54E+12,6525,6725,6440.5,6681.64,38305.67532,251513064.5,156.63,0,1179.151217,1155.59847,1.020381428,50.50439554,39.60574647,40.00475637
1.54E+12,6686.98,6789,6650.61,6733.64,19220.50593,129083702.5,52,0,1146.92613,1073.055722,1.068841166,51.66376152,40.08194286,39.68340334
1.54E+12,6733.64,6775.27,6568,6700,20107.29721,134117930.4,0,33.64,1065.002835,1030.048885,1.033934263,50.83420255,40.50257196,39.62904353
1.54E+12,6700,6940.51,6646.5,6908.64,37747.07875,254214730.3,208.64,0,1197.571204,956.4739648,1.252068794,55.59638309,41.22464837,39.94607306
1.54E+12,6907.26,7135,6860,7076.11,48352.91716,338220284.3,167.47,0,1279.500404,888.1543958,1.440628352,59.02694488,42.27973253,40.33562229
1.54E+12,7077,7133.81,6912.34,7031.22,43252.48739,304565438.5,0,44.89,1188.107518,869.6047961,1.366261459,57.73924322,43.55657876,40.95794055
1.54E+12,7033.21,7063.63,6784.81,6984.84,44716.77462,309357226.6,0,46.38,1103.242695,853.8701678,1.292049701,56.37092862,44.47551495,41.88319493
1.54E+12,6984.84,7089,6888,7011.21,40467.40064,282722730.1,26.37,0,1050.809645,792.8794416,1.325308225,56.99494849,45.65584083,43.05456361
1.54E+12,7011.21,7275,7008.74,7200.01,40323.41409,287299347.8,188.8,0,1164.551814,736.2451957,1.581744533,61.26650073,46.9383775,44.04922955
1.54E+12,7201.57,7345.45,7127,7302.01,39814.84035,288526018.7,102,0,1183.369541,683.6562532,1.73094232,63.38260268,48.23344829,45.17385744
1.54E+12,7302,7338.28,7191.63,7263.02,32396.01837,235393601.4,0,38.99,1098.843145,673.8136637,1.630781928,61.98848755,49.50381273,46.40902148
1.54E+12,7263,7410,7227.17,7359.06,35300.64052,258978411.3,96.04,0,1116.394349,625.6841163,1.784277913,64.08404508,50.91415998,47.68612025
1.54E+12,7359.05,7397.3,6682,6700,63715.25627,449463489.1,0,659.06,1036.651896,1240.052394,0.835974271,45.53300578,51.33578004,48.95850498
1.54E+12,6697.27,6725,6265,6516.01,60644.46423,390391932.2,0,183.99,962.6053317,1335.467223,0.720800418,41.88750829,51.52323735,50.32746348
1.54E+12,6516.84,6544,6320,6395.54,38906.28805,250716129.9,0,120.47,893.847808,1360.546707,0.656976937,39.64912983,51.25883662,51.03328507
1.54E+12,6395.54,6478,6111,6185.05,38215.03217,241711345.4,0,210.49,830.001536,1473.854799,0.56315014,36.02661865,51.0008899,51.37625166
1.54E+12,6185.06,6441,6141.53,6250.81,37053.92382,233583450.1,65.76,0,836.475712,1368.579456,0.611199962,37.93445733,50.72446926,51.29406113
