unix,close,gains,losses,gains ave,losses ave,rs,rsi
1.5711E+12,54.58,0,2.25,8.205915985,13.3537694,0.614501849,38.06139022
1.57118E+12,52.45,0,2.13,7.619779129,14.52992873,0.52441958,34.40126243
1.57127E+12,54.94,2.49,0,9.565509191,13.49207668,0.708972341,41.48530226
1.57136E+12,53.21,0,1.73,8.882258534,14.25835692,0.622951059,38.38384745
1.57144E+12,53.72,0.51,0,8.757811496,13.23990285,0.661470979,39.81237031
1.57153E+12,54.85,1.13,0,9.262253532,12.2941955,0.753384272,42.96743641
1.57162E+12,54.57,0,0.28,8.600663994,11.69603868,0.735348457,42.37468584
1.5717E+12,53.39,0,1.18,7.986330852,12.04060735,0.663283057,39.87794226
1.57179E+12,49.5,0,3.89,7.415878648,15.07056397,0.492077049,32.97933237
1.57188E+12,49.54,0.04,0,6.92617303,13.99409511,0.494935398,33.10747732
1.57196E+12,56.93,7.39,0,13.82144639,12.99451689,1.063636802,51.54186051
1.57205E+12,56.71,0,0.22,12.83420021,12.28633711,1.044591248,51.09046852
1.57213E+12,59.78,3.07,0,14.98747163,11.4087416,1.313683152,56.77887012
1.57222E+12,57.7,0,2.08,13.91693794,12.67383149,1.098084502,52.3374774
1.57231E+12,59.75,2.05,0,14.97287094,11.76855781,1.272277469,55.99129007
1.57239E+12,57.89,0,1.86,13.90338016,12.78794654,1.08722539,52.08950577
1.57248E+12,58.29,0.4,0,13.31028158,11.87452179,1.120910957,52.85044869
1.57257E+12,58.23,0,0.06,12.35954718,11.08634166,1.114844514,52.71519995
1.57265E+12,58.25,0.02,0,11.49672238,10.29446011,1.116787307,52.75859805
1.57274E+12,58.29,0.04,0,10.71552793,9.559141532,1.120971783,52.85180086
1.57283E+12,61.29,3,0,12.95013307,8.876345708,1.458948705,59.33221388
1.57291E+12,63.12,1.83,0,13.85512357,8.242321015,1.680973544,62.70011682
1.573E+12,64.11,0.99,0,13.85547189,7.653583799,1.810324712,64.41692322
1.57308E+12,61.39,0,2.72,12.86579532,9.826899242,1.309242621,56.69575857
1.57317E+12,60.38,0,1.01,11.94680994,10.13497787,1.178770205,54.10254842
1.57326E+12,62.04,1.66,0,12.75346638,9.411050877,1.355158583,57.5400142
1.57334E+12,63.65,1.61,0,13.45250449,8.738832958,1.53939371,60.62052151
1.57343E+12,61.84,0,1.81,12.49161131,9.924630603,1.258647481,55.72571602
1.57352E+12,61.42,0,0.42,11.59935336,9.635728417,1.203785833,54.62353987
1.5736E+12,60.96,0,0.46,10.77082812,9.407462102,1.144923892,53.37829916
1.57369E+12,59,0,1.96,10.00148326,10.69550052,0.935111287,48.32338549
1.57378E+12,57.6,0,1.4,9.287091595,11.3315362,0.81957922,45.04223893
1.57386E+12,58.3,0.7,0,9.32372791,10.52214076,0.886105606,46.98069944
1.57395E+12,59.22,0.92,0,9.577747345,9.770559275,0.980266029,49.50173435
1.57404E+12,55.81,0,3.41,8.893622534,12.48266218,0.712478028,41.60509018
1.57412E+12,55.13,0,0.68,8.258363782,12.27104346,0.672996051,40.22699577
1.57421E+12,54.98,0,0.15,7.668480655,11.54454035,0.664251709,39.91293536
1.57429E+12,50.61,0,4.37,7.120732036,15.08993033,0.471886343,32.05997156
1.57438E+12,47.32,0,3.29,6.61210832,17.30207816,0.382156886,27.6493132
1.57447E+12,48.1,0.78,0,6.919814868,16.06621544,0.430705968,30.10443638
1.57455E+12,43.86,0,4.24,6.425542378,19.15862862,0.335386342,25.11530422
1.57464E+12,45.47,1.61,0,7.576575065,17.79015515,0.425885834,29.86815802
1.57473E+12,46.91,1.44,0,8.475391132,16.51942978,0.513055913,33.90858915
1.57481E+12,47.7,0.79,0,8.660006051,15.33947051,0.564557039,36.08414554
1.5749E+12,46.79,0,0.91,8.04143419,15.15379404,0.530654842,34.66848487
1.57499E+12,48.54,1.75,0,9.217046034,14.07138018,0.655020752,39.57779692
1.57507E+12,47.21,0,1.33,8.558685603,14.3962816,0.594506682,37.28467799
1.57516E+12,47.45,0.24,0,8.187350917,13.36797577,0.612460036,37.98295909
1.57524E+12,45.45,0,2,7.602540137,14.41312036,0.527473576,34.53241904
1.57533E+12,44.75,0,0.7,7.059501556,14.08361176,0.501256473,33.38912983
1.57542E+12,44.67,0,0.08,6.555251445,13.15763949,0.498208774,33.25362812
1.5755E+12,44.81,0.14,0,6.227019199,12.2178081,0.509667458,33.7602467
1.57559E+12,45.28,0.47,0,6.252232113,11.34510752,0.551095007,35.52941662
1.57568E+12,45.15,0,0.13,5.805644105,10.6647427,0.544377325,35.24898458
1.57576E+12,45.56,0.41,0,5.80095524,9.902975363,0.585779024,36.93951143
1.57585E+12,44.45,0,1.11,5.386601295,10.30561998,0.522685807,34.32656984
1.57594E+12,44.09,0,0.36,5.001844059,9.929504267,0.503735526,33.4989443
1.57602E+12,43.7,0,0.39,4.644569484,9.610253962,0.483293106,32.58244131
1.57611E+12,43.65,0,0.05,4.31281452,8.973807251,0.480600307,32.4598276
1.5762E+12,44.44,0.79,0,4.79475634,8.332821018,0.575406136,36.52430459
1.57628E+12,43.25,0,1.19,4.452273745,8.927619517,0.498707829,33.27585398
1.57637E+12,43.44,0.19,0,4.324254191,8.289932409,0.521627195,34.28088016
1.57645E+12,39.99,0,3.45,4.015378892,11.14779438,0.360194919,26.48112516
1.57654E+12,36.92,0,3.07,3.728566114,13.42152335,0.277804987,21.74079687
1.57663E+12,40.79,3.87,0,7.332239963,12.46284311,0.588328032,37.04071327
1.57671E+12,39.65,0,1.14,6.808508537,12.71264003,0.535569993,34.87760217
1.5768E+12,40.17,0.52,0,6.842186499,11.80459432,0.579620639,36.69366078
1.57689E+12,39.67,0,0.5,6.353458892,11.46140901,0.554334889,35.66380019
1.57697E+12,41.82,2.15,0,8.049640399,10.64273694,0.756350594,43.06375939
1.57706E+12,40.56,0,1.26,7.474666085,11.14254144,0.670822373,40.14923331
1.57715E+12,40.34,0,0.22,6.940761365,10.56664562,0.656855696,39.64471363
1.57723E+12,40.08,0,0.26,6.444992696,10.07188522,0.639899339,39.02064741
1.57732E+12,40.01,0,0.07,5.984636075,9.422464849,0.635145492,38.84336258
1.5774E+12,40.95,0.94,0,6.497162069,8.749431646,0.742581042,42.6138598
1.57749E+12,42.83,1.88,0,7.913079064,8.124472242,0.973980688,49.3409431
1.57758E+12,43.08,0.25,0,7.597859131,7.544152796,1.007118935,50.17734214
1.57766E+12,42.38,0,0.7,7.055154908,7.70528474,0.915625463,47.79772877
1.57775E+12,41.3,0,1.08,6.551215271,8.234907258,0.795542083,44.3065128
1.57784E+12,41.62,0.32,0,6.403271323,7.646699597,0.837390202,45.57497919
1.57792E+12,39.43,0,2.19,5.9458948,9.290506768,0.639996821,39.02427206
1.57801E+12,42.23,2.8,0,8.321188029,8.626899142,0.964563036,49.09809552
1.5781E+12,42.78,0.55,0,8.276817455,8.010692061,1.033221274,50.81696159
1.57818E+12,43.3,0.52,0,8.205616209,7.438499771,1.103127843,52.45177305
1.57827E+12,45.8,2.5,0,10.11950077,6.907178358,1.46507014,59.43320299
1.57836E+12,46.3,0.5,0,9.896679282,6.413808476,1.543026942,60.67678312
1.57844E+12,45.35,0,0.95,9.189773619,6.905679299,1.330755922,57.09546458
1.57853E+12,44.74,0,0.61,8.533361218,7.022416492,1.215160227,54.85653869
1.57861E+12,49.06,4.32,0,12.24383542,6.520815314,1.87765407,65.24947143
1.5787E+12,49.3,0.24,0,11.60927574,6.055042791,1.917290454,65.72161683
1.57879E+12,51.43,2.13,0,12.91004176,5.622539735,2.296122815,69.66132465
1.57887E+12,49.6,0,1.83,11.98789592,7.050929754,1.700186549,62.96552175
1.57896E+12,58.39,8.79,0,19.92161764,6.547291914,3.042726352,75.26421744
1.57905E+12,58.16,0,0.23,18.49864495,6.309628206,2.9318122,74.5664353
1.57913E+12,57.56,0,0.6,17.17731317,6.458940477,2.659462993,72.67358621
1.57922E+12,61.02,3.46,0,19.41036223,5.997587586,3.236361612,76.39483851
1.57931E+12,59.32,0,1.7,18.02390778,7.269188473,2.479493805,71.26018737
1.57939E+12,57.6,0,1.72,16.7364858,8.469960725,1.975981512,66.39764071
1.57948E+12,57.19,0,0.41,15.54102253,8.27496353,1.878077465,65.25458358
1.57956E+12,57.57,0.38,0,14.81094949,7.683894706,1.927531552,65.84152956
1.57965E+12,58.33,0.76,0,14.51302453,7.135045084,2.034048048,67.0407329
1.57974E+12,54.52,0,3.81,13.47637992,10.43539901,1.291410123,56.35875089
1.57982E+12,54.38,0,0.14,12.51378135,9.830013364,1.273017736,56.00562264
1.57991E+12,53.25,0,1.13,11.61993983,10.25786955,1.132782959,53.1129037
1.58E+12,56.24,2.99,0,13.77994413,9.525164584,1.446688296,59.12842672
1.58008E+12,58.55,2.31,0,15.1056624,8.844795685,1.707858829,63.07045296
1.58017E+12,60.52,1.97,0,15.99668652,8.213024565,1.947721742,66.07549534
1.58026E+12,59.8,0,0.72,14.85406605,8.346379953,1.779701635,64.02491594
1.58034E+12,67.98,8.18,0,21.97306133,7.750209956,2.835156913,73.92544757
1.58043E+12,68,0.02,0,20.42355695,7.196623531,2.837935994,73.94432837
1.58052E+12,70.72,2.72,0,21.68473146,6.682578993,3.244964478,76.44267684
1.5806E+12,69.93,0,0.79,20.13582207,6.995251922,2.878498486,74.21682634
1.58069E+12,69.65,0,0.28,18.69754906,6.77559107,2.759545089,73.40103719
1.58077E+12,68.07,0,1.58,17.36200984,7.87162028,2.205646262,68.80504215
1.58086E+12,72.59,4.52,0,20.64186628,7.309361688,2.824031313,73.84958652
1.58095E+12,73.6,1.01,0,20.17744726,6.787264425,2.972839424,74.82908587
1.58103E+12,74.3,0.7,0,19.43620103,6.302459823,3.083907169,75.51364518
1.58112E+12,76.56,2.26,0,20.30790096,5.852284121,3.470081174,77.6290416
1.58121E+12,77,0.44,0,19.2973366,5.434263827,3.551048903,78.02704341
1.58129E+12,74.02,0,2.98,17.91895542,8.026102125,2.232585025,69.06500549
1.58138E+12,76.46,2.44,0,19.07903003,7.452809116,2.559978356,71.90994158
1.58147E+12,81.17,4.71,0,22.42624217,6.920465608,3.240568401,76.41825563
1.58155E+12,80.55,0,0.62,20.82436773,7.046146636,2.955426392,74.71827558
1.58164E+12,83.14,2.59,0,21.92691289,6.542850448,3.351278325,77.01824785
1.58172E+12,76.7,0,6.44,20.36070483,12.51550399,1.626838587,61.93142568
1.58181E+12,74.67,0,2.03,18.90636877,13.65153942,1.384925772,58.06997385
1.5819E+12,73.41,0,1.26,17.55591386,13.93642946,1.259713897,55.74661016
1.58198E+12,77.25,3.84,0,20.14192001,12.94097021,1.556445899,60.88319332
1.58207E+12,70.61,0,6.64,18.70321144,18.6566152,1.002497572,50.06236143
1.58216E+12,69.4,0,1.21,17.36726776,18.53399982,0.937049095,48.37508236
1.58224E+12,73.25,3.85,0,19.97674864,17.21014269,1.160754387,53.71986719
1.58233E+12,74.79,1.54,0,20.08983802,15.98084679,1.257119744,55.69574885
1.58242E+12,79.52,4.73,0,23.38484959,14.83935773,1.575866693,61.1781152
1.5825E+12,75.59,0,3.93,21.71450319,17.70940361,1.226156661,55.07953157
1.58259E+12,70.98,0,4.61,20.16346725,21.05444621,0.957682147,48.91918479
1.58268E+12,60.53,0,10.45,18.72321959,30.00055719,0.624095728,38.42727478
1.58276E+12,61.77,1.24,0,18.62584676,27.85766025,0.668607722,40.0697967
1.58285E+12,59.89,0,1.88,17.29542913,27.74782738,0.623307508,38.39737727
1.58293E+12,58.05,0,1.84,16.06004134,27.60583971,0.581762464,36.77938233
1.58302E+12,57.7,0,0.35,14.91289553,25.98399401,0.573926223,36.46462041
1.58311E+12,61.42,3.72,0,17.56768871,24.12799444,0.728103977,42.13311158
1.58319E+12,61.01,0,0.41,16.3128538,22.81456627,0.715019239,41.69161619
1.58328E+12,60.38,0,0.63,15.14764996,21.81495439,0.694370003,40.98101371
1.58337E+12,62.06,1.68,0,15.74567496,20.25674336,0.777305349,43.73504807
1.58345E+12,63.22,1.16,0,15.78098389,18.80983312,0.83897522,45.62188827
1.58354E+12,60.46,0,2.76,14.65377076,20.22627361,0.724491868,42.011904
1.58363E+12,51,0,9.46,13.60707284,28.24153978,0.481810586,32.51499151
1.58371E+12,50.39,0,0.61,12.63513907,26.83428694,0.470858014,32.0124723
1.5838E+12,50.26,0,0.13,11.73262914,25.04755216,0.468414201,31.89932383
1.58388E+12,48.53,0,1.73,10.8945842,24.98844129,0.435984945,30.36138689
1.58397E+12,29.83,0,18.7,10.11639961,41.90355263,0.241421049,19.44715283
1.58406E+12,37.52,7.69,0,17.08379964,38.91044173,0.439054374,30.50992249
1.58414E+12,34.4,0,3.12,15.86352824,39.25112446,0.404154746,28.78277819
1.58423E+12,36.38,1.98,0,16.71041908,36.44747271,0.4584795,31.43544357
1.58432E+12,33.2,0,3.18,15.51681771,37.0240818,0.419100676,29.53283605
1.5844E+12,34.07,0.87,0,15.27847359,34.37950453,0.444406451,30.76740973
1.58449E+12,34.71,0.64,0,14.82715405,31.92382564,0.464454173,31.71517292
1.58458E+12,38.9,4.19,0,17.95807162,29.64355238,0.605800256,37.7257541
1.58466E+12,38.08,0,0.82,16.67535222,28.34615578,0.588275615,37.03863544
1.58475E+12,38.32,0.24,0,15.72425563,26.32143037,0.59739366,37.39802374
1.58484E+12,35.4,0,2.92,14.60109451,27.3613282,0.533639829,34.79564232
1.58492E+12,38.94,3.54,0,17.09815919,25.40694761,0.672971797,40.22612923
1.58501E+12,40.57,1.63,0,17.50686211,23.59216564,0.742062529,42.59677921
1.58509E+12,39.17,0,1.4,16.25637196,23.30701095,0.697488493,41.08943867
1.58518E+12,40.41,1.24,0,16.33520253,21.64222445,0.754783898,43.01292591
1.58527E+12,38.04,0,2.37,15.16840235,22.46635128,0.675160918,40.30424245
1.58535E+12,38.87,0.83,0,14.91494504,20.8616119,0.714946913,41.68915713
1.58544E+12,37.11,0,1.76,13.84959182,21.13149677,0.655400418,39.59165475
1.58553E+12,38.91,1.8,0,14.66033526,19.62210414,0.7471337,42.76339583
1.58561E+12,39.08,0.17,0,13.78316846,18.22052527,0.756463837,43.0674302
1.5857E+12,39.23,0.15,0,12.94865643,16.91905918,0.765329578,43.35335382
1.58579E+12,39.86,0.63,0,12.6537524,15.71055495,0.805430008,44.61153322
1.58587E+12,40.46,0.6,0,12.34991294,14.58837246,0.846558653,45.84520788
1.58596E+12,40.71,0.25,0,11.7177763,13.54634585,0.865013815,46.38109422
1.58604E+12,40.31,0,0.4,10.88079228,12.97874972,0.838354426,45.60352533
1.58613E+12,45.04,4.73,0,14.83359283,12.05169617,1.230830301,55.17364098
1.58622E+12,44.77,0,0.27,13.77405049,11.46086073,1.20183386,54.58331265
1.5863E+12,46.55,1.78,0,14.57018974,10.64222782,1.369092072,57.78973676
1.58639E+12,46.21,0,0.34,13.5294619,10.22206869,1.323554195,56.96248437
1.58648E+12,42.25,0,3.96,12.56307176,13.45192093,0.933923997,48.29165978
1.58656E+12,42.54,0.29,0,11.95570949,12.49106943,0.957140584,48.90505015
1.58665E+12,42,0,0.54,11.10173024,12.13885019,0.914561929,47.76873055
1.58674E+12,41.22,0,0.78,10.30874951,12.05178946,0.85537086,46.10241965
1.58682E+12,41.22,0,0,9.572410261,11.19094735,0.85537086,46.10241965
1.58691E+12,39.22,0,2,8.888666671,12.39159397,0.717314229,41.76953854
1.587E+12,42.53,3.31,0,11.56376191,11.50648012,1.00497822,50.12414649
1.58708E+12,42.19,0,0.34,10.73777892,11.02458868,0.973984538,49.34104191
1.58717E+12,44.14,1.95,0,11.92079471,10.23711806,1.164467835,53.79926725
1.58725E+12,42.23,0,1.91,11.06930937,11.41589534,0.969640054,49.22930217
1.58734E+12,40.21,0,2.02,10.27864442,12.62047425,0.81444201,44.88663764
1.58743E+12,40.59,0.38,0,9.924455529,11.7190118,0.846867953,45.85427731
1.58751E+12,41.8,1.21,0,10.42556585,10.88193953,0.958061366,48.92907764
1.5876E+12,42.98,1.18,0,10.86088257,10.10465813,1.074839191,51.80349377
1.58769E+12,44.53,1.55,0,11.63510525,9.382896838,1.240033376,55.35780803
1.58777E+12,44.38,0,0.15,10.8040263,8.862689921,1.219045955,54.93558853
1.58786E+12,44.52,0.14,0,10.17231014,8.229640641,1.236057634,55.27843357
1.58795E+12,44.46,0,0.06,9.445716555,7.701809167,1.226428278,55.08501173
1.58803E+12,45.69,1.23,0,10.00102252,7.15167994,1.398415841,58.3058124
1.58812E+12,48.81,3.12,0,12.40666376,6.640845659,1.868235523,65.13535963
1.5882E+12,46.33,0,2.48,11.5204735,8.646499541,1.332385833,57.12544701
1.58829E+12,47.07,0.74,0,11.43758253,8.02889243,1.424552967,58.7552834
1.58838E+12,49.2,2.13,0,12.75061235,7.455400114,1.710251919,63.1030609
1.58846E+12,48.05,0,1.15,11.83985433,8.072871534,1.466622413,59.45873211
1.58855E+12,46.96,0,1.09,10.99415045,8.586237853,1.280438608,56.14878662
1.58864E+12,46.54,0,0.42,10.20885398,8.39293515,1.216362786,54.88103274
1.58872E+12,44.94,0,1.6,9.479650129,9.393439782,1.009177719,50.22839489
1.58881E+12,47.37,2.43,0,11.23253226,8.722479797,1.287768218,56.28927825
1.5889E+12,47.69,0.32,0,10.75020853,8.099445526,1.327277095,57.03133064
1.58898E+12,46.95,0,0.74,9.982336492,8.260913703,1.208381645,54.71797177
1.58907E+12,42.06,0,4.89,9.269312457,12.56084844,0.737952735,42.46103591
1.58916E+12,41.51,0,0.55,8.60721871,12.21364498,0.704721541,41.33939321
1.58924E+12,42.18,0.67,0,8.662417373,11.34124177,0.763797964,43.30416407
1.58933E+12,43.18,1,0,9.043673275,10.53115307,0.858754328,46.20052876
1.58941E+12,43.98,0.8,0,9.197696613,9.778927849,0.940562887,48.46856
1.5895E+12,42.74,0,1.24,8.540718283,10.320433,0.827554259,45.28206234
1.58959E+12,43.25,0.51,0,8.440666977,9.583259217,0.880772062,46.83034588
1.58967E+12,43.71,0.46,0,8.297762193,8.898740701,0.932464769,48.25261417
1.58976E+12,45.32,1.61,0,9.315064894,8.263116365,1.127306513,52.99219957
1.58985E+12,45.73,0.41,0,9.059703116,7.672893768,1.180741372,54.14403502
1.58993E+12,44.25,0,1.48,8.412581464,8.604829927,0.977658075,49.43514187
1.59002E+12,42.73,0,1.52,7.811682788,9.510199218,0.821400542,45.09719432
1.59011E+12,44.23,1.5,0,8.753705446,8.830899274,0.991258667,49.78050736
1.59019E+12,43.85,0,0.38,8.128440772,8.580120755,0.947357386,48.64835766
1.59028E+12,42.08,0,1.77,7.547837859,9.737254986,0.775150478,43.66674757
1.59036E+12,42.97,0.89,0,7.898706584,9.041736773,0.873582895,46.62632741
1.59045E+12,42.27,0,0.7,7.334513256,9.095898432,0.806353909,44.63986293
1.59054E+12,43.85,1.58,0,8.390619452,8.446191401,0.993420472,49.8349689
1.59062E+12,44.77,0.92,0,8.711289491,7.842892015,1.11072414,52.62289463
1.59071E+12,44.47,0,0.3,8.089054528,7.582685443,1.066779651,51.61554839
1.5908E+12,47.72,3.25,0,10.76126492,7.041065054,1.528357548,60.44863192
1.59088E+12,45.61,0,2.11,9.992603139,8.648131836,1.155463784,53.60627224
1.59097E+12,48.25,2.64,0,11.91884577,8.030408133,1.484214199,59.74582222
1.59106E+12,45.99,0,2.26,11.06749965,9.716807552,1.139005747,53.24930747
1.59114E+12,47.16,1.17,0,11.44696396,9.02274987,1.268677966,55.9214655
1.59123E+12,47.43,0.27,0,10.89932367,8.378267737,1.300904198,56.53882501
1.59132E+12,46.83,0,0.6,10.12080055,8.379820041,1.207758699,54.7051949
1.5914E+12,46.79,0,0.04,9.397886229,7.821261467,1.201581902,54.57811499
1.59149E+12,46.63,0,0.16,8.726608641,7.422599933,1.175680856,54.03737651
1.59157E+12,46.43,0,0.2,8.103279452,7.092414224,1.142527664,53.3261569
1.59166E+12,45.87,0,0.56,7.524473777,7.145813208,1.05299055,51.29056974
1.59175E+12,46.63,0.76,0,7.747011365,6.635397979,1.167527764,53.86448946
1.59183E+12,43.22,0,3.41,7.19365341,9.57144098,0.751574755,42.9085172
1.59192E+12,44.72,1.5,0,8.179821023,8.887766625,0.920346063,47.92605254
1.59201E+12,45.08,0.36,0,7.955548093,8.252926151,0.963966955,49.08264636
1.59209E+12,44.05,0,1.03,7.387294658,8.693431426,0.849755901,45.93881283
1.59218E+12,43.73,0,0.32,6.859630754,8.392472039,0.817355211,44.97498376
1.59227E+12,43.88,0.15,0,6.519657129,7.79300975,0.83660323,45.55165843
1.59235E+12,44.07,0.19,0,6.243967334,7.236366197,0.862859502,46.31908639
1.59244E+12,43.43,0,0.64,5.797969667,7.359482897,0.787822969,44.06605032
1.59252E+12,42.89,0,0.54,5.383828976,7.373805547,0.73012896,42.20084034
1.59261E+12,43.57,0.68,0,5.679269764,6.847105151,0.829441003,45.3384942
1.5927E+12,43,0,0.57,5.273607638,6.928026211,0.761199146,43.22050393
1.59278E+12,44.3,1.3,0,6.196921378,6.433167196,0.963276904,49.06474995
1.59287E+12,44.18,0,0.12,5.754284137,6.093655254,0.944307464,48.56780531
1.59296E+12,42.65,0,1.53,5.343263841,7.188394164,0.743318149,42.63812369
1.59304E+12,42.35,0,0.3,4.961602138,6.974937438,0.711347189,41.56650348
1.59313E+12,43.09,0.74,0,5.347201986,6.476727621,0.825602418,45.22356072
1.59322E+12,41.06,0,2.03,4.965258987,8.04410422,0.617254433,38.16681038
1.5933E+12,41.37,0.31,0,4.92059763,7.469525347,0.6587564,39.71387241
1.59339E+12,41.87,0.5,0,5.069126371,6.935987822,0.730844186,42.22472431
1.59348E+12,41.17,0,0.7,4.707045916,7.140560121,0.659198415,39.72993279
1.59356E+12,41.77,0.6,0,4.970828351,6.630520112,0.749689054,42.84698772
1.59365E+12,41.05,0,0.72,4.615769183,6.876911532,0.671197988,40.16268525
1.59373E+12,41.14,0.09,0,4.376071384,6.385703566,0.685291971,40.66310069
1.59382E+12,42.11,0.97,0,5.033494857,5.929581883,0.848878548,45.91315902
1.59391E+12,41.58,0,0.53,4.67395951,6.03604032,0.774341996,43.64107922
1.59399E+12,44.06,2.48,0,6.820105259,5.604894582,1.216812405,54.89018387
1.59408E+12,43.39,0,0.67,6.332954883,5.874544969,1.078033263,51.87757493
1.59417E+12,45.35,1.96,0,7.840600963,5.454934614,1.437340961,58.97168202
1.59425E+12,44.33,0,1.02,7.280558037,6.085296428,1.196417976,54.47132509
1.59434E+12,44.3,0,0.03,6.760518177,5.680632397,1.190099571,54.33997553
1.59443E+12,44.69,0.39,0,6.667624022,5.27487294,1.264035001,55.83107153
1.59451E+12,44.7,0.01,0,6.201365163,4.898096302,1.26607661,55.87086529
1.5946E+12,43.92,0,0.78,5.758410509,5.32823228,1.080735637,51.94007436
1.59468E+12,43.88,0,0.04,5.347095472,4.98764426,1.072068334,51.73904337
1.59477E+12,43.33,0,0.55,4.965160081,5.181383956,0.958269089,48.93449497
1.59486E+12,42.09,0,1.24,4.61050579,6.051285102,0.761905234,43.24325844
1.59494E+12,41.9,0,0.19,4.281183948,5.809050452,0.736985155,42.42898409
1.59503E+12,42.45,0.55,0,4.525385094,5.394118277,0.838948066,45.6210853
1.59512E+12,42.64,0.19,0,4.392143302,5.008824114,0.876881121,46.72012047
1.5952E+12,41.94,0,0.7,4.07841878,5.351050963,0.762171545,43.25183591
1.59529E+12,43.77,1.83,0,5.617103153,4.968833037,1.130467277,53.06194041
1.59538E+12,44.96,1.19,0,6.405881499,4.613916392,1.388382657,58.13066231
1.59546E+12,44.94,0,0.02,5.948318535,4.304350935,1.381931591,58.01726616
1.59555E+12,44.11,0,0.83,5.52343864,4.826897297,1.144304157,53.36482481
1.59564E+12,49.16,5.05,0,10.17890731,4.482118918,2.271003401,69.42834117
1.59572E+12,48.1,0,1.06,9.451842501,5.221967567,1.81001555,64.41300833
1.59581E+12,53.28,5.18,0,13.95671089,4.848969884,2.878283683,74.21539831
1.59589E+12,55.75,2.47,0,15.42980297,4.502614892,3.426853804,77.41059352
1.59598E+12,55.16,0,0.59,14.32767419,4.770999543,3.003075993,75.01921018
1.59607E+12,56.75,1.59,0,14.89426889,4.430213861,3.361975145,77.07460573
1.59615E+12,58.13,1.38,0,15.21039254,4.113770014,3.69743386,78.71178116
1.59624E+12,61.65,3.52,0,17.64393593,3.819929299,4.618916883,82.20297576
1.59633E+12,56.77,0,4.88,16.38365479,8.427077206,1.944168113,66.03454825
1.59641E+12,58.48,1.71,0,16.92339374,7.82514312,2.162694468,68.38139093
1.5965E+12,57.61,0,0.87,15.7145799,8.136204325,1.931438699,65.88705743
1.59659E+12,58.88,1.27,0,15.8621099,7.555046874,2.099538252,67.7371299
1.59667E+12,59.03,0.15,0,14.87910205,7.015400668,2.120919782,67.95816394
1.59676E+12,57.17,0,1.86,13.81630905,8.374300621,1.649846319,62.2619624
1.59684E+12,58.46,1.29,0,14.11942983,7.776136291,1.815738473,64.48533805
1.59693E+12,56.96,0,1.5,13.11089913,8.720697984,1.503423138,60.05469532
1.59702E+12,58.27,1.31,0,13.48440634,8.097790985,1.665195652,62.47930243
1.5971E+12,54.1,0,4.17,12.52123445,11.68937734,1.071163509,51.71795971
1.59719E+12,54.52,0.42,0,12.04686056,10.85442182,1.109857417,52.60343226
1.59728E+12,57.14,2.62,0,13.80637052,10.07910597,1.369801107,57.80236591
1.59736E+12,56.78,0,0.36,12.8202012,9.719169834,1.3190634,56.87914353
1.59745E+12,59.85,3.07,0,14.97447254,9.024943417,1.659231737,62.39515398
1.59754E+12,63.87,4.02,0,17.92486736,8.380304601,2.138927905,68.14198891
1.59762E+12,67.22,3.35,0,19.99451969,7.781711416,2.569424465,71.98427899
1.59771E+12,65.4,0,1.82,18.56633972,9.045874886,2.052464792,67.23958938
1.5978E+12,62.12,0,3.28,17.24017259,11.67974097,1.47607491,59.61349974
1.59788E+12,62.8,0.68,0,16.68873169,10.84547375,1.538773877,60.61090713
1.59797E+12,59.2,0,3.6,15.49667943,13.67079706,1.133560784,53.12999716
1.59805E+12,60.21,1.01,0,15.39977376,12.69431155,1.21312398,54.81500318
1.59814E+12,60.55,0.34,0,14.63978992,11.78757501,1.241967911,55.3963286
1.59823E+12,62.02,1.47,0,15.06409064,10.94560537,1.376268386,57.91721146
1.59831E+12,58.34,0,3.68,13.98808416,13.84377641,1.010424016,50.25924919
1.5984E+12,58.1,0,0.24,12.98893529,13.09493524,0.991905271,49.7968094
1.59849E+12,56.1,0,2,12.0611542,14.15958272,0.851801528,45.99853252
1.59857E+12,57.38,1.28,0,12.47964319,13.14818396,0.949153376,48.6956741
1.59866E+12,56.97,0,0.41,11.5882401,12.61902796,0.918314797,47.87091245
1.59875E+12,62.89,5.92,0,16.68050867,11.71766882,1.423534742,58.73795483
1.59883E+12,60.92,0,1.97,15.48904376,12.85069248,1.205308102,54.6548621
1.59892E+12,62.69,1.77,0,16.15268349,11.93278587,1.353638929,57.51259943
1.599E+12,58.06,0,4.63,14.99892039,15.71044402,0.954710151,48.84152008
1.59909E+12,47.28,0,10.78,13.92756893,25.36826945,0.549015334,35.44285987
1.59918E+12,50.32,3.04,0,15.97274258,23.5562502,0.678068132,40.40766398
1.59926E+12,47.83,0,2.49,14.83183239,24.3636609,0.608768627,37.84065755
1.59935E+12,47.92,0.09,0,13.86241579,22.62339941,0.612746809,37.99398675
1.59944E+12,48.84,0.92,0,13.79224324,21.00744231,0.656540812,39.63324099
1.59952E+12,47.47,0,1.37,12.80708301,20.87691072,0.613456808,38.02127239
1.59961E+12,47.82,0.35,0,12.24229136,19.38570281,0.631511351,38.70713804
1.5997E+12,48.67,0.85,0,12.21784198,18.00100975,0.678730924,40.43119206
1.59978E+12,48.96,0.29,0,11.63513898,16.71522334,0.696080378,41.0405301
