unix,close,gains,losses,gains ave,losses ave,rs,rsi
1.54233E+12,42.89,0,1.89,4.93574663,13.87594352,0.355705298,26.23765643
1.54241E+12,42.43,0,0.46,4.583193299,13.3448047,0.343444015,25.56444562
1.5425E+12,42.61,0.18,0,4.435822349,12.39160436,0.357969979,26.36066955
1.54259E+12,37.07,0,5.54,4.118977896,17.04648977,0.241632028,19.46084047
1.54267E+12,33.8,0,3.27,3.824765189,19.09888335,0.200261194,16.68480121
1.54276E+12,35.15,1.35,0,4.901567676,17.7346774,0.276383244,21.65362523
1.54284E+12,32.11,0,3.04,4.551455699,19.50791473,0.233313287,18.91760099
1.54293E+12,32.74,0.63,0,4.85635172,18.11449225,0.26809207,21.14137263
1.54302E+12,29.73,0,3.01,4.509469455,19.83059994,0.227399548,18.52693754
1.5431E+12,31.49,1.76,0,5.947364493,18.41412852,0.322978331,24.4129721
1.54319E+12,30.18,0,1.31,5.522552744,18.40883363,0.299994712,23.07661018
1.54328E+12,31.61,1.43,0,6.558084691,17.09391694,0.383650202,27.72739827
1.54336E+12,34.74,3.13,0,9.21965007,15.87292287,0.580841358,36.74254566
1.54345E+12,33.88,0,0.86,8.561103636,15.59914267,0.548818856,35.43467036
1.54354E+12,32.21,0,1.67,7.949596234,16.15491819,0.492085205,32.97969872
1.54362E+12,34.17,1.96,0,9.341767931,15.00099546,0.622743201,38.37595502
1.54371E+12,33.82,0,0.35,8.674498793,14.27949579,0.607479348,37.79080266
1.5438E+12,30.9,0,2.92,8.054891737,16.1795318,0.49784455,33.23739772
1.54388E+12,31.13,0.23,0,7.709542327,15.02385096,0.513153542,33.91285335
1.54397E+12,29.27,0,1.86,7.158860732,15.81071875,0.452785281,31.1667035
1.54405E+12,26.78,0,2.49,6.647513537,17.17138169,0.387127469,27.90857205
1.54414E+12,24.91,0,1.87,6.172691142,17.81485443,0.346491248,25.73290011
1.54423E+12,24.22,0,0.69,5.731784631,17.23236483,0.332617414,24.95970792
1.54431E+12,25.37,1.15,0,6.472371444,16.00148163,0.404485759,28.79956287
1.5444E+12,24.14,0,1.23,6.010059198,16.08851865,0.373562,27.19658812
1.54449E+12,23.41,0,0.73,5.580769255,15.66933875,0.356158568,26.26231007
1.54457E+12,24.13,0.72,0,5.90214288,14.55010027,0.405642763,28.85816894
1.54466E+12,23.08,0,1.05,5.480561245,14.56080739,0.376391302,27.34624239
1.54475E+12,23.34,0.26,0,5.349092585,13.52074972,0.395621004,28.34730942
1.54483E+12,23.6,0.26,0,5.227014543,12.55498188,0.416329915,29.39498141
1.54492E+12,25.52,1.92,0,6.773656361,11.65819746,0.581020898,36.74972917
1.545E+12,28.95,3.43,0,9.719823764,10.82546907,0.897866291,47.30924909
1.54509E+12,29.89,0.94,0,9.965550638,10.05222128,0.991377961,49.78351576
1.54518E+12,28.83,0,1.06,9.253725593,10.39420548,0.890277339,47.09770999
1.54526E+12,32.18,3.35,0,11.94274519,9.651762227,1.237364215,55.30455018
1.54535E+12,30.29,0,1.89,11.08969197,10.85235064,1.021870038,50.5408369
1.54544E+12,31.33,1.04,0,11.33757111,10.07718274,1.125073486,52.94280378
1.54552E+12,32.97,1.64,0,12.1677446,9.35738397,1.300336145,56.52809256
1.54561E+12,32.68,0,0.29,11.29861999,8.978999401,1.258338428,55.71965708
1.5457E+12,30.5,0,2.18,10.4915757,10.5176423,0.997521631,49.9379639
1.54578E+12,30.3,0,0.2,9.742177439,9.966382136,0.977503903,49.43119969
1.54587E+12,27.55,0,2.75,9.046307622,12.0044977,0.753576522,42.97368906
1.54596E+12,31.8,4.25,0,12.65014279,11.14703358,1.134843876,53.15816715
1.54604E+12,30.28,0,1.52,11.74656116,11.87081689,0.989532672,49.73694004
1.54613E+12,31.38,1.1,0,12.00752108,11.0229014,1.08932491,52.13765006
1.54621E+12,29.9,0,1.48,11.149841,11.7155513,0.951712874,48.76295519
1.5463E+12,31.48,1.58,0,11.93342379,10.87872621,1.096950467,52.3117014
1.54639E+12,32.67,1.19,0,12.27103638,10.10167434,1.21475272,54.84823245
1.54647E+12,31.39,0,1.28,11.39453378,10.66012617,1.068892956,51.66497151
1.54656E+12,31.76,0.37,0,10.95063851,9.898688585,1.106271645,52.5227431
1.54665E+12,34.33,2.57,0,12.73845004,9.191639401,1.385873563,58.08663059
1.54673E+12,38.3,3.97,0,15.79856075,8.535093729,1.851011981,64.92473527
1.54682E+12,37.35,0,0.95,14.67009213,8.875444177,1.652885403,62.30519423
1.54691E+12,38.7,1.35,0,14.9722284,8.241483879,1.816690856,64.49734632
1.54699E+12,38.17,0,0.53,13.90278352,8.182806459,1.699023873,62.94956817
1.54708E+12,32.81,0,5.36,12.90972755,12.95832028,0.996250075,49.90607577
1.54716E+12,31.49,0,1.32,11.98760416,13.35272598,0.89776456,47.30642455
1.54725E+12,31.65,0.16,0,11.29134672,12.39895984,0.910668868,47.66230733
1.54734E+12,29.59,0,2.06,10.48482195,13.57331985,0.77245818,43.58117946
1.54742E+12,31.71,2.12,0,11.8559061,12.603797,0.940661461,48.47117747
1.54751E+12,30.75,0,0.96,11.00905566,12.66352579,0.869351541,46.50551392
1.5476E+12,31.29,0.54,0,10.76269454,11.75898823,0.91527386,47.78814555
1.54768E+12,31.4,0.11,0,10.10393065,10.9190605,0.925347986,48.06133712
1.54777E+12,30.77,0,0.63,9.382221315,10.76912761,0.871214611,46.55877555
1.54786E+12,32,1.23,0,9.94206265,9.999904207,0.994215789,49.8549753
1.54794E+12,30.64,0,1.36,9.231915318,10.64562533,0.867202727,46.44395139
1.54803E+12,30.82,0.18,0,8.752492795,9.885223525,0.885411723,46.9611869
1.54812E+12,31.41,0.59,0,8.717314738,9.17913613,0.949687924,48.70974028
1.5482E+12,31.69,0.28,0,8.3746494,8.52348355,0.982538343,49.55961363
1.54829E+12,32.51,0.82,0,8.596460157,7.914663296,1.086143508,52.06465921
1.54837E+12,32.69,0.18,0,8.162427289,7.349330204,1.110635536,52.62090574
1.54846E+12,32.8,0.11,0,7.689396768,6.824378046,1.126754221,52.97999222
1.54855E+12,32.21,0,0.59,7.140154142,6.926922471,1.030783031,50.75791039
1.54863E+12,30.94,0,1.27,6.630143132,7.702142295,0.860818053,46.26019462
1.54872E+12,30.81,0,0.13,6.156561479,7.281989274,0.845450501,45.81268912
1.54881E+12,31.68,0.87,0,6.586807088,6.761847183,0.974113568,49.34435303
1.54889E+12,31.41,0,0.27,6.116320867,6.548858098,0.933952267,48.29241564
1.54898E+12,32.65,1.24,0,6.919440806,6.08108252,1.13786333,53.22432515
1.54907E+12,34.59,1.94,0,8.365195034,5.646719483,1.481425642,59.7005857
1.54915E+12,33.44,0,1.15,7.767681103,6.393382377,1.214956442,54.8523853
1.54924E+12,34.09,0.65,0,7.862846738,5.936712207,1.324444653,56.97897135
1.54932E+12,34.34,0.25,0,7.551214828,5.512661335,1.3697948,57.80225359
1.54941E+12,32.79,0,1.55,7.011842341,6.668899811,1.051424154,51.25337692
1.5495E+12,33.24,0.45,0,6.960996459,6.192549825,1.12409212,52.92106257
1.54958E+12,42.99,9.75,0,16.21378243,5.750224837,2.819677993,73.81978266
1.54967E+12,44.68,1.69,0,16.74565511,5.339494492,3.136187356,75.82314547
1.54976E+12,46.79,2.11,0,17.65953689,4.958102028,3.561753427,78.07860473
1.54984E+12,42.9,0,3.89,16.3981414,8.493951883,1.930566787,65.87690803
1.54993E+12,43.89,0.99,0,16.21684558,7.887241034,2.056085964,67.27840735
1.55002E+12,41.61,0,2.28,15.05849947,9.603866675,1.567962153,61.05861612
1.5501E+12,41.26,0,0.35,13.98289236,9.267876198,1.50874829,60.13948454
1.55019E+12,42.58,1.32,0,14.30411434,8.605885041,1.662131701,62.4361184
1.55028E+12,43.34,0.76,0,14.04239189,7.991178967,1.757236566,63.73180262
1.55036E+12,43.91,0.57,0,13.60936389,7.420380469,1.834052034,64.71483276
1.55045E+12,47.84,3.93,0,16.56726647,6.890353293,2.40441466,70.62637488
1.55053E+12,47.14,0,0.7,15.3838903,7.0981852,2.167299086,68.42735805
1.55062E+12,51.5,4.36,0,18.64504099,6.591171972,2.828789943,73.88208769
1.55071E+12,48.94,0,2.56,17.31325235,8.680373974,1.994528392,66.60575994
1.55079E+12,49.19,0.25,0,16.32659147,8.060347261,2.025544426,66.94809729
1.55088E+12,51.4,2.21,0,17.37040636,7.484608171,2.320817064,69.88692901
1.55097E+12,43.75,0,7.65,16.12966305,14.5999933,1.104771949,52.4889145
1.55105E+12,45.4,1.65,0,16.62754426,13.55713664,1.226479064,55.08603625
1.55114E+12,44.76,0,0.64,15.43986253,13.22876973,1.167142738,53.85629278
1.55123E+12,45.16,0.4,0,14.7370152,12.28385761,1.199705798,54.53937519
1.55131E+12,45.61,0.45,0,14.13437126,11.40643921,1.239157199,55.34033964
1.5514E+12,47.05,1.44,0,14.56477331,10.59169355,1.375112794,57.89673642
1.55148E+12,48.49,1.44,0,14.96443236,9.835144013,1.521526512,60.34148381
1.55157E+12,47.86,0,0.63,13.89554434,9.762633726,1.423339718,58.73463417
1.55166E+12,45.78,0,2.08,12.90300546,11.14530275,1.157707938,53.65452467
1.55174E+12,52.52,6.74,0,18.72136221,10.34920969,1.808965396,64.39970384
1.55183E+12,55.37,2.85,0,20.23412205,9.609980429,2.105532077,67.79939877
1.55192E+12,56.73,1.36,0,20.14882762,8.923553255,2.257937734,69.30573628
1.552E+12,55.61,0,1.12,18.70962565,9.406156594,1.989082944,66.54492301
1.55209E+12,57.78,2.17,0,19.54322381,8.734288266,2.23752906,69.11224636
1.55218E+12,56.59,0,1.19,18.14727926,9.300410533,1.951234216,66.1158713
1.55226E+12,54.82,0,1.77,16.85104502,10.40609549,1.619343685,61.82249753
1.55235E+12,56.58,1.76,0,17.40739895,9.662802959,1.801485451,64.30465132
1.55244E+12,55.29,0,1.29,16.16401331,10.26260275,1.575040339,61.16565691
1.55252E+12,55.94,0.65,0,15.65944093,9.529559695,1.643249157,62.1677738
1.55261E+12,58.52,2.58,0,17.12090944,8.848876859,1.934811582,65.92626232
1.55269E+12,61.21,2.69,0,18.58798733,8.216814226,2.26218907,69.34573752
1.55278E+12,60.47,0,0.74,17.26027395,8.369898925,2.062184276,67.34357211
1.55287E+12,59.17,0,1.3,16.02739724,9.072049001,1.766678866,63.85558106
1.55295E+12,59.52,0.35,0,15.23258315,8.424045501,1.8082266,64.39033801
1.55304E+12,60.27,0.75,0,14.8945415,7.822327965,1.904105985,65.56599501
1.55313E+12,58.54,0,1.73,13.83064568,8.993590254,1.537833645,60.59631402
1.55321E+12,59.26,0.72,0,13.56274242,8.35119095,1.624048893,61.89095399
1.5533E+12,60.89,1.63,0,14.2239751,7.754677311,1.834244615,64.71723031
1.55339E+12,59.82,0,1.07,13.20797688,8.270771788,1.596946115,61.49323261
1.55347E+12,59.04,0,0.78,12.26454996,8.460002375,1.44970999,59.17884141
1.55356E+12,58.79,0,0.25,11.38851068,8.105716491,1.40499741,58.41991364
1.55364E+12,61.44,2.65,0,13.22504563,7.526736742,1.75707562,63.72968544
1.55373E+12,60.5,0,0.94,12.28039951,7.929112689,1.548773487,60.76544248
1.55382E+12,61.45,0.95,0,12.35322812,7.362747497,1.677801408,62.65593121
1.5539E+12,60.45,0,1,11.47085468,7.836836961,1.463709751,59.41080318
1.55399E+12,60.48,0.03,0,10.68150792,7.277062892,1.467832294,59.47860791
1.55408E+12,60.45,0,0.03,9.918543067,6.787272686,1.46134442,59.3717973
1.55416E+12,76.78,16.33,0,25.5400757,6.302467494,4.052393087,80.20739909
1.55425E+12,85.19,8.41,0,32.12578458,5.852291244,5.489437084,84.59034294
1.55434E+12,84.7,0,0.49,29.83108568,5.924270441,5.035402414,83.43109653
1.55442E+12,88.24,3.54,0,31.24029385,5.501108267,5.67890911,85.02749501
1.55451E+12,92.21,3.97,0,32.97884429,5.108171962,6.456095162,86.58815401
1.5546E+12,91.55,0,0.66,30.62321255,5.403302536,5.667499154,85.00187286
1.55468E+12,88.57,0,2.98,28.43584023,7.997352355,3.555656793,78.0492683
1.55477E+12,86.17,0,2.4,26.40470878,9.826112901,2.687197781,72.87913317
1.55485E+12,88.16,1.99,0,26.50865816,9.124247694,2.905297954,74.39375915
1.55494E+12,78.88,0,9.28,24.61518257,17.75251572,1.386574329,58.09893756
1.55503E+12,78.47,0,0.41,22.85695525,16.89447888,1.352924551,57.4996997
1.55511E+12,77.62,0,0.85,21.22431559,16.53773039,1.283387447,56.20541747
1.5552E+12,83.28,5.66,0,25.36829304,15.35646393,1.651961881,62.29206735
1.55529E+12,78.07,0,5.21,23.55627211,19.46957365,1.209901795,54.74912043
1.55537E+12,80.27,2.2,0,24.07368125,18.07888982,1.331590683,57.11082536
1.55546E+12,78.77,0,1.5,22.35413259,18.28754055,1.222369543,55.00298306
1.55555E+12,81.68,2.91,0,23.66740883,16.98128765,1.39373464,58.22427502
1.55563E+12,82.05,0.37,0,22.34687963,15.76833853,1.417199382,58.62980906
1.55572E+12,81.15,0,0.9,20.75067394,15.54202864,1.335132911,57.17588514
1.5558E+12,76.65,0,4.5,19.26848295,18.93188373,1.017779489,50.44057065
1.55589E+12,76.51,0,0.14,17.89216273,17.71960632,1.009738163,50.24227442
1.55598E+12,73.7,0,2.81,16.61415111,19.26392016,0.862449126,46.30725823
1.55606E+12,72.85,0,0.85,15.42742603,18.73792586,0.823326239,45.15517967
1.55615E+12,71.78,0,1.07,14.32546703,18.46950259,0.775628199,43.68190365
1.55624E+12,73.82,2.04,0,15.34221938,17.1502524,0.894576886,47.21776627
1.55632E+12,72.23,0,1.59,14.24634657,17.51523437,0.81336888,44.85402221
1.55641E+12,69.89,0,2.34,13.22875039,18.6041462,0.711064633,41.55685409
1.5565E+12,67.87,0,2.02,12.28383965,19.29527862,0.636624114,38.89861504
1.55658E+12,74.32,6.45,0,17.85642253,17.91704443,0.996616523,49.91526974
1.55667E+12,73.36,0,0.96,16.58096378,17.59725554,0.942247144,48.51324647
1.55676E+12,73.68,0.32,0,15.71660922,16.34030872,0.961830617,49.02719984
1.55684E+12,79.22,5.54,0,20.13399428,15.17314381,1.326949413,57.02527978
1.55693E+12,77.77,0,1.45,18.69585183,15.53934782,1.203129761,54.61002716
1.55701E+12,75.7,0,2.07,17.36043384,16.49939441,1.052186123,51.27147637
1.5571E+12,74.94,0,0.76,16.12040285,16.08086624,1.002458612,50.06138984
1.55719E+12,74.61,0,0.33,14.96894551,15.26223293,0.980783452,49.51492558
1.55727E+12,74.44,0,0.17,13.89973511,14.34207344,0.969157993,49.21687323
1.55736E+12,74.19,0,0.25,12.90689689,13.56763962,0.951300097,48.75211653
1.55745E+12,77.11,2.92,0,14.90497568,12.5985225,1.183073307,54.19301785
1.55753E+12,86.59,9.48,0,23.32033456,11.69862804,1.99342474,66.59344775
1.55762E+12,84.73,0,1.86,21.65459638,12.72301175,1.702002388,62.9904102
1.55771E+12,87.16,2.43,0,22.5378395,11.8142252,1.907686634,65.6083985
1.55779E+12,91.17,4.01,0,24.93799382,10.97035197,2.273217294,69.4490188
1.55788E+12,102.02,10.85,0,34.00670854,10.1867554,3.338325817,76.94963352
1.55796E+12,95.49,0,6.53,31.57765793,15.98913001,1.974945348,66.38593711
1.55805E+12,89.76,0,5.73,29.32211094,20.5770493,1.424991043,58.76273428
1.55814E+12,86.51,0,3.25,27.22767444,22.35726006,1.217844869,54.91118364
1.55822E+12,94.58,8.07,0,33.35284055,20.76031292,1.606567333,61.63536666
1.55831E+12,91.1,0,3.48,30.9704948,22.75743342,1.360895767,57.64319568
1.5584E+12,90.79,0,0.31,28.7583166,21.44190246,1.341220381,57.28723328
1.55848E+12,87.74,0,3.05,26.70415113,22.960338,1.163055663,53.76910464
1.55857E+12,88.61,0.87,0,25.66671176,21.32031386,1.203861816,54.62510432
1.55866E+12,100.5,11.89,0,35.72337521,19.7974343,1.804444691,64.34231692
1.55874E+12,102.66,2.16,0,35.33170555,18.38333185,1.921942434,65.77619092
1.55883E+12,111,8.34,0,41.1480123,17.07023672,2.410512108,70.6788902
1.55892E+12,116.3,5.3,0,43.50886856,15.85093409,2.744877261,73.29685514
1.559E+12,114.81,0,1.49,40.40109224,16.20872451,2.492552218,71.36764355
1.55909E+12,115.06,0.25,0,37.76529993,15.05095848,2.509162456,71.50317169
1.55917E+12,107.78,0,7.28,35.06777851,21.25589002,1.649791116,62.26117621
1.55926E+12,114.6,6.82,0,39.38293719,19.73761216,1.995324301,66.61463336
1.55935E+12,112.35,0,2.25,36.56987025,20.57778272,1.777153095,63.99190229
1.55943E+12,114.39,2.04,0,35.99773666,19.10794109,1.88391499,65.3249141
1.55952E+12,105.99,0,8.4,33.42646975,26.14308816,1.278596834,56.11334199
1.55961E+12,102.2,0,3.79,31.03886477,28.06572472,1.105934911,52.5151516
1.55969E+12,103.66,1.46,0,30.281803,26.0610301,1.161957255,53.7456165
1.55978E+12,111.19,7.53,0,35.64881707,24.19952795,1.47312035,59.56525124
1.55987E+12,116.71,5.52,0,38.622473,22.47099024,1.718770405,63.21866686
1.55995E+12,118.01,1.3,0,37.16372492,20.86591951,1.781072956,64.0426549
1.56004E+12,114.66,0,3.35,34.50917314,22.72549668,1.518522285,60.29417702
1.56012E+12,129.15,14.49,0,46.53423221,21.10224692,2.205179021,68.80049465
1.56021E+12,135.69,6.54,0,49.75035848,19.59494357,2.538938594,71.74294005
1.5603E+12,135.32,0,0.37,46.19676144,18.56530474,2.48833844,71.33305678
1.56038E+12,130.55,0,4.77,42.89699277,22.00921155,1.949047229,66.09074313
1.56047E+12,132,1.45,0,41.28292186,20.43712501,2.019996543,66.88737931
1.56056E+12,137.54,5.54,0,43.87414172,18.97733036,2.3119238,69.8060686
1.56064E+12,136.45,0,1.09,40.74027446,18.71180677,2.177249635,68.52623763
1.56073E+12,133.8,0,2.65,37.83025485,20.02524914,1.8891278,65.38747784
1.56082E+12,135.22,1.42,0,36.54809379,18.5948742,1.965492931,66.27879333
1.5609E+12,136.43,1.21,0,35.14751566,17.2666689,2.035570142,67.05725932
1.56099E+12,135.46,0,0.97,32.63697883,17.00333541,1.919445688,65.7469223
1.56108E+12,138.28,2.82,0,33.12576606,15.78881145,2.098053179,67.72166447
1.56116E+12,142.26,3.98,0,34.73963991,14.6610392,2.369520975,70.32219098
1.56125E+12,137.5,0,4.76,32.25823706,18.37382212,1.755662858,63.71109053
1.56133E+12,135.77,0,1.73,29.95407727,18.79140625,1.594030636,61.44995414
1.56142E+12,136.33,0.56,0,28.37450032,17.44916295,1.626123866,61.92106501
1.56151E+12,132.25,0,4.08,26.3477503,20.28279417,1.299019754,56.50320107
1.56159E+12,116.01,0,16.24,24.46576813,35.07402316,0.697546672,41.09145767
1.56168E+12,120.01,4,0,26.71821327,32.56873579,0.820363843,45.06592715
1.56177E+12,133.86,13.85,0,38.65976946,30.24239752,1.27833018,56.10820553
1.56185E+12,123.25,0,10.61,35.89835736,38.69222627,0.927792501,48.12719731
1.56194E+12,123.17,0,0.08,33.33418898,36.00849582,0.925731226,48.07167342
1.56203E+12,118.77,0,4.4,30.95317548,37.8364604,0.81807799,44.99685902
1.56211E+12,121.36,2.59,0,31.33223437,35.13385609,0.891796058,47.14017953
1.5622E+12,119.61,0,1.75,29.09421763,34.37429494,0.8463946,45.84039621
1.56228E+12,118.35,0,1.26,27.01605923,33.17898816,0.814252053,44.88086712
1.56237E+12,118.31,0,0.04,25.08634071,30.84906043,0.813196265,44.84877233
1.56246E+12,119.48,1.17,0,24.46445923,28.64555612,0.854040296,46.06373972
1.56254E+12,122.92,3.44,0,26.15699786,26.59944496,0.983366303,49.58067007
1.56263E+12,119.24,0,3.68,24.28864087,28.37948461,0.855852078,46.11639516
1.56272E+12,108.31,0,10.93,22.55373795,37.28237857,0.604943644,37.69251626
1.5628E+12,102.98,0,5.33,20.94275667,39.94935153,0.524232706,34.39321989
1.56289E+12,104.86,1.88,0,21.32684548,37.09582642,0.574912262,36.50439938
1.56298E+12,101.03,0,3.83,19.80349937,38.27612453,0.517385175,34.09715498
1.56306E+12,89.66,0,11.37,18.3889637,46.91211563,0.391987517,28.16027528
1.56315E+12,90.43,0.77,0,17.8454663,43.56125023,0.409663777,29.06109837
1.56324E+12,79.61,0,10.82,16.57079013,51.26973236,0.323208048,24.4260945
1.56332E+12,89.95,10.34,0,25.72716226,47.60760862,0.540400222,35.08180629
1.56341E+12,101.16,11.21,0,35.09950782,44.20706515,0.793979598,44.258006
1.56349E+12,98.23,0,2.93,32.59240012,43.97941764,0.741083031,42.56448531
1.56358E+12,100.25,2.02,0,32.28437154,40.83803066,0.790546728,44.1511364
1.56367E+12,99.7,0,0.55,29.978345,38.47102847,0.779244699,43.79637603
1.56375E+12,95.31,0,4.39,27.83703464,40.11309787,0.693963721,40.96685851
1.56384E+12,90.15,0,5.16,25.84867502,42.40787659,0.609525331,37.86988122
1.56393E+12,94.5,4.35,0,28.35234109,39.37874255,0.719991022,41.86016164
1.56401E+12,93.22,0,1.28,26.32717387,37.84597522,0.695639991,41.02521731
1.5641E+12,94.06,0.84,0,25.28666145,35.14269128,0.719542543,41.84499802
1.56419E+12,88.79,0,5.27,23.48047135,37.90249904,0.619496654,38.25241952
1.56427E+12,90,1.21,0,23.01329482,35.19517768,0.653876364,39.5359882
1.56436E+12,90.33,0.33,0,21.69948805,32.68123642,0.663973901,39.90290358
1.56444E+12,90.15,0,0.18,20.14952462,30.52686239,0.660058815,39.76117045
1.56453E+12,98.76,8.61,0,27.32027286,28.34637222,0.963801387,49.07835351
1.56462E+12,98.64,0,0.12,25.3688248,26.44163135,0.959427369,48.96468143
1.5647E+12,94.76,0,3.88,23.55676588,28.43294339,0.828502542,45.31043972
1.56479E+12,94.17,0,0.59,21.87413975,26.99201887,0.810392874,44.76337075
1.56488E+12,92.64,0,1.53,20.3117012,26.59401752,0.763769565,43.30325119
1.56496E+12,96.56,3.92,0,22.7808654,24.69444484,0.92250972,47.98465831
1.56505E+12,92.99,0,3.57,21.15366073,26.50055592,0.798234603,44.38990338
1.56514E+12,90.59,0,2.4,19.64268496,27.00765907,0.727300538,42.10619529
1.56522E+12,90.15,0,0.44,18.23963603,25.51854056,0.714760156,41.6828064
1.56531E+12,84.24,0,5.91,16.93680489,29.60578767,0.572077496,36.3899043
1.5654E+12,85.46,1.22,0,16.94703311,27.49108855,0.616455514,38.13624986
1.56548E+12,89.93,4.47,0,20.20653075,25.52743937,0.791561208,44.18276108
1.56557E+12,85.79,0,4.14,18.76320712,27.84405084,0.673867722,40.25812275
1.56565E+12,84.88,0,0.91,17.42297804,26.76519007,0.650956634,39.42905712
1.56574E+12,75.9,0,8.98,16.17847961,33.83339078,0.478180851,32.34927925
1.56583E+12,76.25,0.35,0,15.37287392,31.41672001,0.489321416,32.85532665
1.56591E+12,74.67,0,1.58,14.2748115,30.75266858,0.464181229,31.70244365
1.566E+12,72.65,0,2.02,13.25518211,30.57604939,0.433515198,30.24140927
1.56609E+12,76.25,3.6,0,15.90838339,28.39204586,0.560311274,35.91022402
1.56617E+12,77.1,0.85,0,15.62207029,26.36404259,0.592552156,37.20770802
1.56626E+12,75.14,0,1.96,14.50620812,26.44089669,0.548627692,35.42670035
1.56635E+12,73.27,0,1.87,13.4700504,26.42226121,0.509799305,33.76603124
1.56643E+12,73.31,0.04,0,12.54790394,24.53495684,0.511429632,33.83747553
1.56652E+12,75.38,2.07,0,13.72162509,22.78245992,0.602289004,37.58928647
1.5666E+12,73.32,0,2.06,12.74150901,23.21514136,0.548844774,35.43575078
1.56669E+12,72.1,0,1.22,11.83140123,22.77691697,0.519447001,34.18658242
1.56678E+12,73.54,1.44,0,12.42630114,21.14999433,0.587532126,37.00914876
1.56686E+12,72.9,0,0.64,11.5387082,20.27928045,0.56899002,36.26473165
1.56695E+12,66.73,0,6.17,10.71451476,25.00076042,0.428567555,29.99981018
1.56704E+12,63.59,0,3.14,9.949192274,26.35499182,0.377506938,27.40508435
1.56712E+12,64.17,0.58,0,9.818535683,24.4724924,0.401207017,28.63295804
1.56721E+12,64.24,0.07,0,9.187211706,22.72445723,0.404287399,28.78950557
1.5673E+12,65.89,1.65,0,10.1809823,21.10128171,0.482481701,32.54554176
1.56738E+12,66.92,1.03,0,10.48376928,19.59404731,0.535048687,34.85548643
1.56747E+12,69.06,2.14,0,11.87492861,18.1944725,0.652666826,39.49173637
1.56756E+12,67.01,0,2.05,11.02671943,18.94486732,0.582042579,36.79057609
1.56764E+12,65.23,0,1.78,10.23909661,19.37166251,0.528560551,34.57897371
1.56773E+12,64.87,0,0.36,9.507732568,18.34797233,0.518189825,34.1320839
1.56781E+12,68.77,3.9,0,12.72860881,17.03740288,0.747097953,42.76222473
1.5679E+12,70.36,1.59,0,13.40942247,15.82044553,0.847600811,45.87575445
1.56799E+12,69.89,0,0.47,12.45160658,15.16041371,0.821323667,45.09487698
1.56807E+12,70.85,0.96,0,12.52220611,14.07752701,0.889517463,47.07643513
1.56816E+12,69.8,0,1.05,11.62776281,14.12198937,0.823379944,45.15679503
1.56825E+12,69.15,0,0.65,10.79720833,13.76327584,0.784494073,43.96170797
1.56833E+12,68.93,0,0.22,10.02597916,13.00018471,0.771218208,43.54168248
1.56842E+12,70.5,1.57,0,10.87983779,12.07160009,0.901275532,47.40373064
1.56851E+12,70.04,0,0.46,10.10270652,11.66934294,0.865747675,46.40218432
1.56859E+12,72.63,2.59,0,11.97108463,10.83581844,1.104769768,52.48886528
1.56868E+12,74.04,1.41,0,12.52600715,10.06183141,1.244903302,55.45465148
1.56876E+12,77.81,3.77,0,15.40129236,9.343129169,1.648408374,62.24147265
1.56885E+12,76.56,0,1.25,14.30120005,9.9257628,1.440816221,59.03009856
1.56894E+12,75.05,0,1.51,13.27968576,10.72677974,1.237993701,55.31712179
1.56902E+12,73.22,0,1.83,12.33113677,11.79058119,1.04584639,51.12047489
1.56911E+12,72.23,0,0.99,11.45034129,11.93839682,0.959118839,48.95664416
1.5692E+12,66.54,0,5.69,10.63245977,16.77565419,0.633802989,38.7931099
1.56928E+12,54.57,0,11.97,9.872998358,27.54739318,0.358400459,26.38400603
1.56937E+12,57.43,2.86,0,12.02778419,25.57972223,0.470207772,31.9824028
1.56946E+12,55.19,0,2.24,11.16865675,25.99259922,0.429686029,30.05457285
1.56954E+12,55.86,0.67,0,11.04089555,24.13598499,0.45744541,31.38679548
1.56963E+12,55.37,0,0.49,10.25226015,22.90198606,0.447658126,30.92291735
1.56972E+12,53.82,0,1.55,9.519955858,22.81612991,0.417246741,29.44065625
1.5698E+12,55.99,2.17,0,11.00995901,21.18640635,0.519670907,34.19627926
1.56989E+12,55.63,0,0.36,10.22353337,20.03309161,0.510332283,33.78940439
1.56997E+12,56.23,0.6,0,10.09328098,18.60215649,0.542586607,35.17381811
1.57006E+12,56.44,0.21,0,9.582332342,17.27343103,0.554744007,35.68072972
1.57015E+12,56.3,0,0.14,8.897880032,16.17961453,0.549943883,35.48153509
1.57023E+12,56.69,0.39,0,8.652317173,15.02392778,0.575902474,36.54429658
1.57032E+12,54.41,0,2.28,8.034294517,16.23079008,0.495003292,33.11051518
1.57041E+12,57.46,3.05,0,10.51041634,15.07144793,0.6973727,41.08541984
1.57049E+12,56.94,0,0.52,9.759672313,14.51491593,0.672389172,40.20530529
1.57058E+12,59.12,2.18,0,11.24255286,13.47813622,0.834132604,45.47831504
1.57067E+12,57.47,0,1.65,10.43951337,14.16541221,0.736972085,42.42855089
1.57075E+12,55.85,0,1.62,9.693833846,14.77359705,0.656159351,39.61933677
1.57084E+12,55.7,0,0.15,9.001417142,13.86834012,0.649062329,39.35947828
1.57092E+12,56.46,0.76,0,9.118458775,12.8777444,0.708078876,41.45469427
1.57101E+12,56.83,0.37,0,8.837140291,11.95790551,0.739020749,42.4963733
