unix,open,high,low,Volume ETH,Volume USDT,close,gains,losses,gains ave,losses ave,rs,rsi
1.52E+12,392.4,419.4,388.52,167833.594,67461541.59,393.92,1.49,0,66.77795988,258.7929833,0.258036207,20.51103186
1.52E+12,393.93,399.91,356.9,150493.9942,56620178.35,378.58,0,15.34,62.0081056,255.6477702,0.24255289,19.52052845
1.52E+12,378.58,394.87,375,113242.1419,43596858.5,385.05,6.47,0,64.0489552,237.3872152,0.269807939,21.24793289
1.52E+12,385,419.08,380.13,137897.5557,55385110.15,415.01,29.96,0,89.43402983,220.4309855,0.405723495,28.86225466
1.52E+12,415,416.5,370,140598.3967,54594624.76,378.16,0,36.85,83.04588484,241.5359151,0.343824167,25.58550259
1.52E+12,378.15,387.03,365.61,120314.0588,45411126.9,381.22,3.06,0,80.17403593,224.2833498,0.357467623,26.33341797
1.52E+12,381.56,385.91,362.54,74458.69141,27645272.52,368.89,0,12.33,74.44731908,220.5931105,0.337487054,25.23292119
1.52E+12,368.89,394.75,368.28,71463.42848,27442723.66,384.51,15.62,0,84.74965343,204.8364597,0.41374301,29.26578644
1.52E+12,384.51,404.05,384,57395.52936,22720923.55,400.4,15.89,0,94.58610675,190.205284,0.497284327,33.21241786
1.52E+12,400.4,431.99,387.1,151653.5041,61605245.87,399.44,0,0.96,87.82995627,177.5791923,0.494595989,33.09228666
1.52E+12,399.25,418.68,391.4,81394.29605,32805764.1,416.07,16.63,0,98.18638797,164.8949643,0.595448068,37.32168286
1.52E+12,415.53,433.54,410.38,86706.68627,36371404.23,429.52,13.45,0,104.6230745,153.1167526,0.683289534,40.59251366
1.52E+12,429.9,499,412.88,249766.3832,113968625.3,495.67,66.15,0,163.2999978,142.1798417,1.148545362,53.45688215
1.52E+12,494.3,530,480.22,251752.0878,127274585,495.11,0,0.56,151.6357122,132.5841387,1.143694214,53.35155575
1.52E+12,494.69,515,485.58,121283.3338,60727364.27,502.68,7.57,0,148.3745899,123.1138431,1.205182019,54.65226945
1.52E+12,502.68,535,502.51,108739.154,56506254.97,533.88,31.2,0,168.9764049,114.3199971,1.47810015,59.64650581
1.52E+12,533.88,538,497.31,130359.5255,66652300.81,511.46,0,22.42,156.9066617,128.5742831,1.220358053,54.96221888
1.52E+12,512.09,521.2,500.02,96541.96382,49273622.85,502.56,0,8.9,145.699043,128.2904057,1.13569711,53.17688097
1.52E+12,502.56,526.99,501.12,73161.95251,37673780.84,526.09,23.53,0,158.8219685,119.1268053,1.333217727,57.14073365
1.52E+12,526.49,571.61,521.03,112235.7733,61044208.32,568.14,42.05,0,189.5275422,110.6177478,1.713355642,63.14526615
1.52E+12,568.14,622.17,556.5,160209.0395,93907683.48,617.09,48.95,0,224.9398606,102.7164801,2.189910134,68.65115448
1.52E+12,616.8,624.5,570.23,159364.9535,95664939.94,604.87,0,12.22,208.8727277,107.5995886,1.941203776,66.00031564
1.52E+12,604.87,643.49,589,120127.3728,74788729.85,620.92,16.05,0,210.0032472,99.91390374,2.101842079,67.76109246
1.52E+12,620.67,649.11,618.02,77475.70793,49473079.44,645.09,24.17,0,219.1730152,92.77719633,2.362358682,70.2589731
1.52E+12,644.58,712.99,643.76,171437.6697,118180314.7,701.58,56.49,0,260.0077999,86.15025373,3.018073524,75.11245143
1.52E+12,701.16,703.3,593.83,341439.5043,218497368.2,618,0,83.58,241.4358141,163.5766642,1.475979568,59.61194459
1.52E+12,617.73,666.19,600,155754.0082,98084636.58,661.51,43.51,0,267.7003989,151.8926167,1.762431938,63.80001309
1.52E+12,661.51,686.82,635.73,134803.4839,89621495.42,643.46,0,18.05,248.5789418,159.0931441,1.562474255,60.97521768
1.52E+12,643.41,694.9,638.76,113128.3634,76596615.43,682.86,39.4,0,270.2233031,147.7293481,1.8291782,64.65404689
1.52E+12,683.5,700.49,665.28,110020.2387,75235079.3,690.85,7.99,0,258.9116386,137.1772518,1.887424009,65.36705393
1.53E+12,690.85,695.3,662.2,112494.9172,76654028.98,670.78,0,20.07,240.4179501,147.4488767,1.630517339,61.9846642
1.53E+12,670.78,675.6,627.58,133123.6668,87065924.85,672,1.22,0,224.4652394,136.9168141,1.639427859,62.11300125
1.53E+12,671.99,691.99,663,86185.5033,58547697.51,688.56,16.56,0,224.992008,127.1370416,1.769681008,63.89475911
1.53E+12,688.55,792.08,685.39,229419.209,169982888.3,779,90.44,0,299.3611503,118.0558244,2.535759264,71.7175315
1.53E+12,779,810,756.91,179924.4022,141283262.9,785.99,6.99,0,284.968211,109.6232655,2.599523101,72.21854195
1.53E+12,785.8,832.66,781.56,128631.1876,104594301.6,819.5,33.51,0,298.1233388,101.7930322,2.928720485,74.5464203
1.53E+12,819.5,839.99,752.49,166871.16,132187629.5,794.3,0,25.2,276.8288146,119.7221014,2.312261574,69.80914769
1.53E+12,794.3,799.14,701,284237.0633,210066185.3,752.49,0,41.81,257.0553278,152.9805227,1.68031409,62.69093971
1.53E+12,753,777,720.02,135106.1962,101156197.3,748.99,0,3.5,238.694233,145.5533425,1.639908977,62.11990607
1.53E+12,748.99,760.74,710.26,112353.3776,82933836.45,751.75,2.76,0,224.4046449,135.1566752,1.660329722,62.41067444
1.53E+12,752.4,769.88,720,102019.2993,76658823.46,722.52,0,29.23,208.3757417,154.732627,1.346682634,57.3866536
1.53E+12,722.52,737.23,663,216953.5499,150336847.8,676.96,0,45.56,193.4917601,189.2402965,1.022465953,50.55540993
1.53E+12,676.96,690.2,633.2,166801.0749,111101666.3,684.11,7.15,0,186.8209201,175.7231324,1.063154962,51.53054334
1.53E+12,684.56,742,666.31,136022.3921,96516164.98,729.08,44.97,0,218.4465687,163.1714801,1.338754595,57.24220051
1.53E+12,729.08,743.9,686,183466.9224,131397089.1,727.49,0,1.59,202.8432424,153.1063744,1.324851713,56.98650394
1.53E+12,727.49,740,695,127191.2186,91869541.84,704.91,0,22.58,188.3544393,164.7502048,1.143272869,53.34238517
1.53E+12,704.91,712.84,673.52,118902.469,82315246.51,706.29,1.38,0,176.2805508,152.982333,1.152293519,53.53793563
1.53E+12,706.8,719.25,662,106723.3838,74320001.25,667.62,0,38.67,163.6890829,180.7250235,0.905735574,47.52682305
1.53E+12,667.62,694.9,656,106541.6631,72118376.52,692.6,24.98,0,176.9770055,167.8160933,1.054588997,51.32846515
1.53E+12,693.26,717.8,682.31,88828.85641,62026599.81,697,4.4,0,168.7357909,155.8292295,1.082825035,51.98828595
1.53E+12,697,729.88,688.4,86004.7409,61227466.29,716.16,19.16,0,175.8432344,144.6985702,1.21523823,54.85812829
1.53E+12,716.16,720.46,688,96085.15451,67799023.55,696.7,0,19.46,163.2830033,153.8229581,1.061499567,51.49162211
1.53E+12,697.1,699.6,637.32,107059.5769,72112726.84,640.99,0,55.71,151.6199317,198.5456039,0.763652928,43.2995016
1.53E+12,640.86,669,560,257099.771,155638543.8,577.19,0,63.8,140.7899366,248.1637751,0.567326704,36.19709296
1.53E+12,577.19,612.1,550,195854.625,114324332.3,602.18,24.99,0,155.7235125,230.4377911,0.675772458,40.32602725
1.53E+12,602.08,617.46,568.7,118076.2627,70118224.93,585.55,0,16.63,144.6004045,230.6079489,0.627039984,38.53869542
1.53E+12,585.56,607.62,578.32,77654.12532,46205282.69,586,0.45,0,134.7218042,214.1359526,0.629141452,38.61797583
1.53E+12,586.03,592,557.43,97097.26713,55737244.52,570.4,0,15.6,125.0988182,214.4405274,0.58337302,36.84368831
1.53E+12,570.81,576.2,506.11,153197.8328,81950608.39,511.5,0,58.9,116.1631883,258.0233468,0.450204176,31.0441925
1.53E+12,511.5,573.43,510,189082.8379,103113233.7,567.36,55.86,0,163.7258177,239.5931078,0.683349447,40.59462806
1.53E+12,567.09,585.83,541.2,122132.2701,68698935.18,557.19,0,10.17,152.0311164,232.6493144,0.653477604,39.52140641
1.53E+12,557.87,586.73,552.98,100101.5228,57312700.87,577.81,20.62,0,161.791751,216.0315062,0.748926644,42.82207299
1.53E+12,577.81,590.26,564.93,83840.84162,48334174.76,579,1.19,0,151.4251973,200.6006843,0.754858827,43.01535916
1.53E+12,579,599.17,572.9,80258.14719,47346968.13,590.85,11.85,0,152.4591118,186.272064,0.818475452,45.00888099
1.53E+12,590.85,628.81,590.1,84123.33235,51660963.91,619.66,28.81,0,170.3791752,172.9669166,0.985039097,49.62315847
1.53E+12,619.66,625.47,580.15,96339.44507,57791317.73,591.02,0,28.64,158.2092342,189.2521368,0.835970662,45.53289872
1.53E+12,591.02,614,570.36,89053.74351,52918830.21,609.05,18.03,0,164.9385746,175.7341271,0.938568833,48.41555363
1.53E+12,609.29,613.35,593.4,70152.92117,42406036.34,607.4,0,1.65,153.1572478,164.8316894,0.929173561,48.16433212
1.53E+12,606.68,618,598.24,60174.1888,36622061.4,605.16,0,2.24,142.2174444,155.2979973,0.915771271,47.80170185
1.53E+12,605.2,608.45,593.33,49228.00755,29570758.38,598.68,0,6.48,132.0590555,150.6852832,0.876389868,46.70617142
1.53E+12,599.29,608.97,591,38908.0653,23425391.98,592.87,0,5.81,122.6262658,145.7320487,0.84145023,45.69497541
1.53E+12,592.44,592.87,501.13,190350.5843,103749727.2,524.11,0,68.76,113.8672469,204.0826167,0.557946819,35.81295667
1.53E+12,524.64,535.51,508.66,145813.0782,76462994.87,531.69,7.58,0,113.3138721,189.5052869,0.597945703,37.41965088
1.53E+12,531.08,538.88,482,158223.1481,81341580.82,493,0,38.69,105.2200241,214.659195,0.490172453,32.89367293
1.53E+12,493,501.97,449.06,181842.1942,86416386.63,475.47,0,17.53,97.70430806,216.8563953,0.450548428,31.06055747
1.53E+12,475.47,529,460,206093.0733,102374390,519.29,43.82,0,134.5454289,201.3666528,0.668161421,40.05376295
1.53E+12,519.3,521,481.62,160532.5361,80145974.85,487.48,0,31.81,124.9350411,218.7933205,0.571018534,36.34702722
1.53E+12,487.47,503.28,483.72,131095.4517,64919187.05,496.74,9.26,0,125.2711096,203.1652261,0.6165972,38.14167191
1.53E+12,496.45,507.6,492.7,117316.9322,58745118.71,497.14,0.4,0,116.7231732,188.6534243,0.61871749,38.22269754
1.53E+12,497.15,524.48,487.27,143826.6827,72402471.35,517.95,20.81,0,129.1958037,175.1781797,0.737510824,42.44640172
1.53E+12,517.77,548.2,510.01,148148.3806,78382588.54,537.97,20.02,0,139.987532,162.6654526,0.860585513,46.25347812
1.53E+12,537.68,542.02,515.08,123892.0424,65285793.65,536.49,0,1.48,129.9884226,152.5264917,0.852235052,46.01117181
1.53E+12,536.34,544.98,521.11,79862.90544,42586318.5,526.18,0,10.31,120.7035353,151.9417423,0.794406682,44.27127305
1.53E+12,526.32,526.44,450,212659.5344,102306774.8,462.09,0,64.09,112.0818542,205.1787607,0.546264408,35.32800761
1.53E+12,462.4,481,455,94465.26834,44316379.47,473.41,11.32,0,115.3960074,190.5231349,0.605679764,37.72108099
1.53E+12,473.4,475.81,419.53,198264.1008,88505534.66,454.41,0,19,107.1534355,195.9143396,0.546940238,35.35626164
1.53E+12,454.29,474.47,444.37,122942.1165,56436062.45,458.7,4.29,0,103.7896187,181.9204582,0.570521973,36.32690167
1.53E+12,459.04,460.81,429,84003.09976,37307967.11,429.34,0,29.36,96.37607447,198.2861397,0.486045442,32.70730682
1.53E+12,429.81,445.95,420.19,99156.36437,42947280.72,441.64,12.3,0,101.7920692,184.122844,0.552848668,35.60222446
1.53E+12,441.36,443.96,416.45,112309.5671,48557224.77,420.22,0,21.42,94.52120707,192.3912123,0.491296905,32.94427173
1.53E+12,420.48,442,404.48,159495.3094,66573394.28,434.77,14.55,0,102.3196923,178.6489829,0.572741533,36.41676149
1.53E+12,434.77,463.15,434.51,157169.2024,70748384.85,454.09,19.32,0,114.3311428,165.8883412,0.689205414,40.8005686
1.53E+12,454.2,457.77,443.73,111226.6285,50173671.42,452.1,0,1.99,106.1646326,156.029174,0.68041527,40.49090022
1.53E+12,452.14,481.83,444.16,182585.1102,84408714.71,476.25,24.15,0,122.7314446,144.884233,0.847100075,45.86108172
1.53E+12,476.32,486.98,457,186954.5548,88130206.05,461.82,0,14.43,113.9649128,148.9653592,0.76504305,43.34415811
1.53E+12,461.78,482.7,458.02,101886.202,48042056.08,467.38,5.56,0,111.3845619,138.3249764,0.80523825,44.60564969
1.53E+12,467.19,480,458.8,125806.0083,59119270.52,467.87,0.49,0,103.9185218,128.444621,0.809053123,44.72246353
1.53E+12,467.79,476,451.29,100428.648,46633547.17,470.47,2.6,0,99.09577022,119.2700052,0.830852401,45.38063258
1.53E+12,470.48,487.99,461.5,83629.95382,39311721.86,485.57,15.1,0,107.1175009,110.7507191,0.967194631,49.16618905
1.53E+12,485.57,495.98,482.05,144703.1363,70523945.99,486.77,1.2,0,100.6662509,102.8399534,0.978863248,49.46593702
1.53E+12,486.55,488.98,468.2,89532.14109,42954426.84,471.71,0,15.06,93.47580436,110.5542425,0.845519831,45.81472475
1.53E+12,471.73,473.23,427.69,173640.9762,77742521.13,432.48,0,39.23,86.79896119,141.8875109,0.6117449,37.95544197
1.53E+12,432.55,452.69,424.2,159022.5973,69570597.67,444.99,12.51,0,93.10903539,131.7526887,0.706695524,41.40724073
1.53E+12,444.99,445.36,416.94,181877.0792,78631113.03,431.14,0,13.85,86.45839001,136.1917823,0.634828244,38.83149476
1.53E+12,431.14,442.47,424.62,150320.3253,65466673.8,432.46,1.32,0,81.60279072,126.4637979,0.645266014,39.21955527
1.53E+12,432.43,440,428.26,122253.694,53029892.4,433.19,0.73,0,76.50401996,117.4306695,0.651482448,39.44834222
1.53E+12,433.2,455,430.52,140415.2705,62248916.06,449.78,16.59,0,87.6294471,109.0427645,0.803624592,44.55608974
1.53E+12,449.79,480.57,444.03,172440.7134,80398354.46,478.49,28.71,0,110.0802009,101.2539956,1.087168958,52.08821038
1.53E+12,478.49,512,465.29,215318.0676,104290230.2,498.76,20.27,0,122.4873294,94.02156735,1.302757791,56.57380885
1.53E+12,498.89,515.47,468.01,236137.8071,116671540.5,479.41,0,19.35,113.7382344,106.6557411,1.066405177,51.60678015
1.53E+12,479.4,484.15,462.57,171308.0671,81153216.49,468.57,0,10.84,105.6140748,109.8774739,0.961198607,49.01077349
1.53E+12,468.7,471.02,440,160873.3824,73878492.44,449.04,0,19.53,98.07021234,121.5590829,0.806769926,44.65260986
1.53E+12,449.04,468.97,441.18,74259.64067,34051603.36,460.23,11.19,0,102.2551972,112.8762913,0.905905005,47.5314878
1.53E+12,460.23,472.2,454.19,60684.89595,28129475.21,457.47,0,2.76,94.95125452,107.573699,0.882662355,46.88373104
1.53E+12,457.47,469.82,447.11,106561.4608,49054903.28,450.05,0,7.42,88.16902205,107.3098634,0.821630177,45.10411539
1.53E+12,450.05,484.27,448.47,158286.759,74269738.42,479.28,29.23,0,111.1012348,99.64487314,1.114971912,52.71804821
1.53E+12,479.24,485.77,464,170475.5494,80868121.11,472.1,0,7.18,103.1654323,99.7073822,1.034681986,50.85227045
1.53E+12,472.11,485,460,173976.2192,82819272.57,462.64,0,9.46,95.79647283,102.0454263,0.938763022,48.4207204
1.53E+12,462.17,474,455.84,198304.7921,92234746.46,470.09,7.45,0,96.40386763,94.75646731,1.017385624,50.43089491
1.53E+12,470.09,472,460.82,156862.5936,73310723.78,469.29,0,0.8,89.51787709,88.78814821,1.008218764,50.20462821
1.53E+12,468.44,472,461.6,138747.5633,64627164.92,466.4,0,2.89,83.12374301,85.33613763,0.974074353,49.34334673
1.53E+12,466.4,469.79,446.1,179581.7942,82428123.81,456.23,0,10.17,77.18633279,89.41069923,0.863278483,46.3311572
1.53E+12,456.19,457.3,427,214913.5723,94399725.75,432.22,0,24.01,71.67302331,107.0342207,0.669627179,40.10638948
1.53E+12,432.2,434.99,406.55,209570.0844,88066594.01,420.41,0,11.81,66.55352164,111.1989192,0.598508709,37.44169212
1.53E+12,420.37,425.52,407.43,178421.1067,74102793.63,410.62,0,9.79,61.79969867,113.0461393,0.546676773,35.34525007
1.53E+12,410.62,420.01,396.61,201156.6115,82442762.71,417.52,6.9,0,64.28543448,104.9714151,0.612408954,37.98099436
1.53E+12,417.58,419.53,401.86,179498.5752,73796154.8,407.21,0,10.31,59.69361773,107.7834568,0.553829126,35.64285911
1.53E+12,407.21,413.24,400.16,158913.7721,64593904.84,408.79,1.58,0,57.00978789,100.0846385,0.569615765,36.2901404
1.53E+12,408.77,413.28,397.08,166496.4247,67757484.94,405.28,0,3.51,52.93766019,96.44573574,0.548885441,35.43744595
1.53E+12,405.19,412.76,369.19,207706.1108,83083795.05,378.21,0,27.07,49.15639874,116.6267546,0.421484752,29.65102168
1.53E+12,378.2,380.42,347.25,275047.1079,100391980.2,355.48,0,22.73,45.6452274,131.0262721,0.348366985,25.8362144
1.53E+12,355.48,369.9,350.51,244268.2057,88131409.54,363.3,7.82,0,50.20485402,121.6672527,0.412640648,29.2105886
1.53E+12,363.21,365.87,325.95,264274.1338,93178451.14,331.81,0,31.49,46.61879302,144.4667347,0.322695693,24.39682041
1.53E+12,331.88,332.98,304.45,335634.6724,106734997.2,317.69,0,14.12,43.28887923,148.2676822,0.291964362,22.59848418
1.53E+12,317.49,327.13,313.42,135524.7999,43466733.75,317.89,0.2,0,40.39681643,137.6771335,0.293417036,22.68541606
1.53E+12,317.96,321.99,280.68,307713.2221,94158006.49,283.81,0,34.08,37.51132954,161.9230525,0.231661453,18.80885791
1.53E+12,283.81,283.81,250,485174.3754,127753385,278.41,0,5.4,34.83194886,155.7571202,0.223629898,18.2759426
1.53E+12,278.47,304.45,276.3,438620.6416,126037140.7,281.12,2.71,0,35.05395251,144.6316116,0.242367157,19.50849679
1.53E+12,281.46,298.6,277.55,235665.2551,67837020.51,287.17,6.05,0,38.60009876,134.3007822,0.287415294,22.32498675
1.53E+12,286.84,318,285,342556.4607,103050444.6,317.51,30.34,0,66.18294885,124.7078692,0.53070387,34.67057742
1.53E+12,317.51,321.33,281.79,384021.3883,115559326.6,294.11,0,23.4,61.45559536,139.2001642,0.441490825,30.6273767
1.53E+12,294.1,307.4,288.2,288483.4484,85661942.29,299.42,5.31,0,62.37590998,129.2572954,0.482571678,32.54963557
1.53E+12,299.3,304.04,269.5,219153.7894,63253937.42,270.51,0,28.91,57.92048784,148.9346314,0.388898722,28.00050975
1.53E+12,270.51,285.9,269.7,224701.5767,62384768.41,281.21,10.7,0,64.48331013,138.2964434,0.466268752,31.79967871
1.53E+12,281.09,298.89,259.5,403936.783,113458567.8,270.8,0,10.41,59.87735941,138.8281261,0.431305681,30.13372241
1.53E+12,270.68,280.3,267.55,277304.6091,75819913.2,275.99,5.19,0,60.79040517,128.9118313,0.471565756,32.04517052
1.54E+12,276.06,283.1,270.22,271850.2137,75029435.43,281.19,5.2,0,61.64823337,119.7038434,0.515006299,33.99367378
1.54E+12,281.05,282.71,275.99,253375.4948,70728357.01,277.55,0,3.64,57.24478813,114.7935689,0.498675916,33.27443317
1.54E+12,277.54,277.91,268.69,232525.9497,63548492.84,274.29,0,3.26,53.15587469,109.8540282,0.483877337,32.60898494
1.54E+12,274.17,288.15,271.59,281020.6473,77863316,287.71,13.42,0,62.7790265,102.0073119,0.615436534,38.09722766
1.54E+12,287.71,298,282.66,318323.2897,91895213.46,295.44,7.73,0,66.02481032,94.72107536,0.69704456,41.07402814
1.54E+12,295.44,297,283.55,324275.4732,94515756.42,288.4,0,7.04,61.30875244,94.99528426,0.645387325,39.22403652
1.54E+12,288.35,291,271.88,336993.1441,94748097.37,283.89,0,4.51,56.92955584,92.71990681,0.613994964,38.04193803
1.54E+12,283.9,289,276.59,302663.3704,84967488.71,281.41,0,2.48,52.86315899,88.57705633,0.596804197,37.37491411
1.54E+12,281.46,302,281.34,294944.4401,86146416.37,295.71,14.3,0,63.38721906,82.25012373,0.770664118,43.5240151
1.54E+12,295.8,299.33,288.87,153300.0611,45141040.56,295.41,0,0.3,58.85956056,76.67511489,0.767648808,43.42767662
1.54E+12,295.51,296.62,285.99,274753.7006,79640131.71,289.09,0,6.32,54.65530623,77.51832097,0.705063081,41.35114348
1.54E+12,289.09,292.64,283,330102.19,94920949.99,285.3,0,3.79,50.75135579,75.77129805,0.669796573,40.11246544
1.54E+12,285.18,287.62,227,528734.3196,136620124,228.53,0,56.77,47.12625895,127.1290625,0.370696189,27.04437291
1.54E+12,228.28,233.19,212,552996.8657,124860778.4,229.7,1.17,0,44.93009759,118.0484152,0.380607377,27.56811118
1.54E+12,229.73,234.69,213.5,398379.8174,88670418.82,215.22,0,14.48,41.72080491,124.0963855,0.336196778,25.16072357
1.54E+12,215.19,220.2,190.01,318859.849,65385376.79,196.71,0,18.51,38.74074741,133.742358,0.289666999,22.46060409
1.54E+12,196.87,208.6,185.02,429255.0259,84861381.28,195.81,0,0.9,35.97355117,125.0893324,0.287582886,22.33509693
1.54E+12,196.13,203.42,187.1,418489.8666,81950595.02,197.15,1.34,0,34.7440118,116.1543801,0.299119256,23.02477274
1.54E+12,197.22,200.2,176.16,476745.7922,89920137.2,185.18,0,11.97,32.26229667,119.8276386,0.269239193,21.21264409
1.54E+12,185.14,185.22,167.32,504047.7917,88384821.01,183.12,0,2.06,29.95784691,113.3285216,0.264345166,20.90767407
1.54E+12,183.17,215,183.15,739503.3405,147281547.2,210.68,27.56,0,55.3780007,105.2336272,0.526238638,34.47944674
1.54E+12,210.91,224.2,202.6,833945.8257,177613712.1,208.82,0,1.86,51.42242922,99.57693954,0.516409015,34.05473125
1.54E+12,208.55,227.42,207.64,441046.5293,96594593.56,221.29,12.47,0,60.21939856,92.464301,0.651271874,39.44062053
1.54E+12,221.62,223.5,208.1,425538.5771,92372399.96,220.17,0,1.12,55.91801295,86.97970808,0.642885728,39.13149388
1.54E+12,220.24,225,192.4,825020.7745,173019109.9,196.16,0,24.01,51.92386917,104.7768718,0.495566133,33.13568835
1.54E+12,196.25,215.47,193.47,584366.1501,118777847.6,208.17,12.01,0,60.22502137,97.29280951,0.619007938,38.23378029
1.54E+12,208.42,214.84,197.58,496100.4664,103133667.4,209.79,1.62,0,57.54323413,90.34332312,0.636939534,38.91038861
1.54E+12,209.79,226.68,205.56,573632.2424,121706784.8,224,14.21,0,67.64300312,83.89022861,0.806327557,44.63905531
1.54E+12,224,252.11,220.66,841029.1295,195225669.8,247.73,23.73,0,86.54136004,77.89806942,1.110956416,52.6281077
1.54E+12,247.67,255.13,232.7,423740.7403,102510891.9,241.01,0,6.72,80.35983432,79.05392161,1.016519265,50.4095985
1.54E+12,241.01,249.73,237,235214.1492,57084614.93,244.5,3.49,0,78.10984616,73.40721292,1.064062277,51.55184943
1.54E+12,244.54,246.2,225.3,350139.1505,82504630.52,228.06,0,16.44,72.53057143,84.60384057,0.857296441,46.15829881
1.54E+12,228.06,228.1,203.61,710650.7097,151991600.9,219.62,0,8.44,67.34981633,87.0007091,0.77412951,43.63432916
1.54E+12,219.5,223.6,207.5,613754.2774,132187818.9,214.42,0,5.2,62.53911516,85.98637274,0.727314261,42.10665526
1.54E+12,214.38,234,205.01,582274.4409,128104933.4,229.13,14.71,0,72.78203551,79.84448897,0.91154739,47.68636104
1.54E+12,229.1,234.42,215.53,618434.6249,139637602.1,221.84,0,7.29,67.58331869,81.43131119,0.829942656,45.35347888
1.54E+12,221.89,237.77,214.18,604000.9559,137238908.4,231.62,9.78,0,72.53593878,75.61478896,0.959282434,48.96090616
1.54E+12,231.62,239,226.5,432195.4408,100778882,232.94,1.32,0,68.6748003,70.2137326,0.978082175,49.44598295
1.54E+12,233.04,235.88,224.46,322900.4613,74363466.52,231.61,0,1.33,63.76945742,66.52846599,0.958528901,48.94126917
1.54E+12,231.62,232.51,223.37,401305.3271,91706335.34,225.69,0,5.92,59.21449617,67.69643271,0.8747063,46.65831122
1.54E+12,225.7,226.43,216.51,275609.2622,60784387.7,220.77,0,4.92,54.9848893,67.78097323,0.81121422,44.78841933
1.54E+12,220.67,227.16,219.49,158137.4297,35468959.26,222.66,1.89,0,52.94739721,62.93947514,0.841243069,45.68886548
1.54E+12,222.66,231.75,219.35,137730.3579,30900558.88,228.37,5.71,0,54.87544027,58.44379834,0.938943769,48.42552857
1.54E+12,228.36,228.86,223.15,100257.5697,22656352.82,225.4,0,2.97,50.95576596,57.23924132,0.890224342,47.09622675
1.54E+12,225.39,227.75,221.48,74733.67253,16774573.69,226.14,0.74,0,48.05606839,53.15072408,0.904147013,47.48304656
1.54E+12,226.26,232.7,224.21,210989.422,48017160.06,230.01,3.87,0,48.49349208,49.35424379,0.982559722,49.56015757
1.54E+12,230.01,231.02,226.56,100246.1843,22933859.79,228.4,0,1.61,45.02967122,47.43894066,0.949213254,48.69725013
1.54E+12,228.4,228.78,224.05,122748.2141,27773272.16,226.74,0,1.66,41.81326613,45.7104449,0.914742051,47.77364401
1.54E+12,226.7,226.91,189.01,497258.8287,101069066.8,191.58,0,35.16,38.82660426,77.60541312,0.500307939,33.34701668
1.54E+12,191.55,201.87,190.04,216448.3922,42627353.08,196.96,5.38,0,41.43327539,72.06216933,0.574965697,36.50655363
1.54E+12,196.96,202.78,196.27,107215.5262,21498264.31,201.3,4.34,0,42.81375572,66.91487152,0.639824224,39.01785413
1.54E+12,201.39,203.56,194.33,110554.1936,22180535.07,197.01,0,4.29,39.75563031,66.42523784,0.598501889,37.44142519
1.54E+12,196.84,239,194.6,973857.7477,212166629.6,214.39,17.38,0,54.29594243,61.68057799,0.880276161,46.81632302
1.54E+12,214.39,219.95,211.55,145980.0984,31315676.32,215.09,0.7,0,51.11766083,57.27482242,0.892497937,47.15978387
1.54E+12,215.2,216.99,210,153768.8502,32834161.52,212.85,0,2.24,47.46639934,55.42376368,0.85642685,46.13307818
1.54E+12,212.9,215.3,203.53,150229.601,31567845.72,206.24,0,6.61,44.07594224,58.07492341,0.75894964,43.14788911
1.54E+12,206.25,208,204.21,254660.4864,52458006.51,205,0,1.24,40.92766066,55.1667146,0.741890485,42.59110957
1.54E+12,205.1,209.69,203.57,62376.6968,12936322.34,207.91,2.91,0,40.91425632,51.22623499,0.798697315,44.40420899
1.54E+12,207.91,211.99,206.74,83277.36128,17462109.69,207.49,0,0.42,37.99180944,47.9872182,0.791706852,44.18729833
1.54E+12,207.46,209.3,205,206046.8996,42711588.92,206.67,0,0.82,35.27810877,45.37955976,0.77740086,43.73807155
1.54E+12,206.67,207.8,202.14,112753.0414,23146110,205.85,0,0.82,32.75824386,42.95816263,0.762561568,43.26439325
1.54E+12,205.85,207.95,204.73,97128.82698,20049428.2,205.35,0,0.5,30.4183693,40.38972244,0.753121523,42.95888866
1.54E+12,205.35,205.94,202.88,77411.57217,15820355.2,203.93,0,1.42,28.24562863,38.92474227,0.725647159,42.05072602
1.54E+12,203.84,209,203,91143.83291,18707018.78,204.92,0.99,0,27.21808373,36.14440354,0.753037291,42.95614788
1.54E+12,204.92,206.15,203.09,50235.68329,10280846.41,204.45,0,0.47,25.27393489,34.03266043,0.742637648,42.61572386
1.54E+12,204.45,205.94,203.62,44394.83357,9084565.916,204.99,0.54,0,24.00865383,31.60175611,0.759725306,43.17294883
1.54E+12,204.99,205.49,195.28,118281.8227,23671711.39,196.96,0,8.03,22.29374998,37.37448782,0.596496468,37.36284295
1.54E+12,196.95,198.6,195.91,83633.81463,16501372.86,197.27,0.31,0,21.01133927,34.70488154,0.605428929,37.71135042
1.54E+12,197.24,201.45,193.01,114739.7042,22632315.26,198.73,1.46,0,20.97052932,32.22596143,0.650734017,39.42088853
1.54E+12,198.7,200.95,197.88,86097.98629,17116621.54,199.96,1.23,0,20.70263437,29.92410705,0.691838,40.89268594
1.54E+12,199.93,203.74,199.34,97123.22813,19559214.42,202.35,2.39,0,21.61387477,27.78667083,0.777850463,43.75229972
1.54E+12,202.31,202.69,198.59,72084.92932,14456528.38,200.31,0,2.04,20.07002657,27.84190863,0.720856707,41.88940916
