unix,open,high,low,close,Volume ETH,Volume USDT
1.57637E+12,141.79,144.12,139.92,142.46,151189.6588,21495196.82
1.57628E+12,144.8,145.07,141.18,141.79,126232.592,18027581.36
1.5762E+12,144.87,146,142.8,144.8,160695.1856,23203419.96
1.57611E+12,143.41,145.85,139.24,144.87,261615.3044,37425277.04
1.57602E+12,145.53,146.34,142.12,143.39,157843.1048,22772651.17
1.57594E+12,147.4,148.57,143.81,145.56,203215.8494,29746845.43
1.57585E+12,150.44,151.19,146.56,147.38,243775.9925,36345702.35
1.57576E+12,147.16,151.62,146.11,150.44,205301.6026,30606289.29
1.57568E+12,148.46,149.49,146.85,147.14,140471.6859,20799551.35
1.57559E+12,148.11,149.77,145.74,148.45,220674.6858,32549526.4
1.5755E+12,145.45,149.02,143.64,148.1,299073.5397,43777241.59
1.57542E+12,147.19,151.98,143.15,145.38,434430.6238,63840615.24
1.57533E+12,148.66,149.93,145.77,147.17,196329.225,29061161.1
1.57524E+12,150.72,151.42,146.71,148.65,233839.0973,34768563.47
1.57516E+12,151.43,152.49,145.79,150.73,344178.1409,51148792.08
1.57507E+12,154.54,155.25,149.7,151.37,226863.413,34617912.18
1.57499E+12,150.69,157.6,150.23,154.57,328712.2556,50649319.12
1.5749E+12,152.61,154.63,149.09,150.72,317714.5633,48324220.62
1.57481E+12,147.47,155.54,140.84,152.62,564796.4284,83505998.05
1.57473E+12,145.81,149.97,143.37,147.47,354023.043,51873405.04
1.57464E+12,139.99,151.5,131.45,145.69,749675.413,106186791.3
1.57455E+12,151.84,152.86,138.62,139.96,352319.2156,51503705.18
1.57447E+12,149.55,154.33,146.11,151.84,369721.0996,55595157.56
1.57438E+12,161.02,162.79,138,149.56,977977.2379,147595324.6
1.57429E+12,174.75,175.85,157.26,161.01,473895.9299,78641896.23
1.57421E+12,175.93,177.41,173.5,174.72,216315.9331,38001672.19
1.57412E+12,178.2,178.52,172.65,175.94,275886.6411,48414106.96
1.57404E+12,183.82,184.06,175.01,178.2,293551.2363,52985734.28
1.57395E+12,182.37,186.09,180,183.82,198892.4372,36509968.7
1.57386E+12,179.99,183.46,179.3,182.37,172801.5258,31378510.02
1.57378E+12,184.93,186.7,177.67,180,407466.7896,74217250.17
1.57369E+12,188.07,188.72,183.34,184.92,245505.2997,45523714.1
1.5736E+12,187.09,189.66,185.3,188.11,197273.84,36936429.94
1.57352E+12,184.98,187.65,182.41,187.09,256782.6312,47636043.35
1.57343E+12,188.96,190.19,184.06,184.98,255579.9343,47746876.46
1.57334E+12,184.86,191.58,183.3,188.96,274940.5345,51648623.29
1.57326E+12,183.71,185.79,182.63,184.89,192073.3804,35441967.77
1.57317E+12,186.67,188.26,181.41,183.74,365029.7503,67305417.41
1.57308E+12,191.16,192.27,184.59,186.68,309882.0821,58150631.28
1.573E+12,188.65,195.09,187.72,191.16,343219.9224,65471595.21
1.57291E+12,185.71,192.51,182.22,188.68,389668.6472,73036074.78
1.57283E+12,181.53,188.64,180.36,185.71,321175.2913,59357371.31
1.57274E+12,182.9,184.7,178.95,181.54,232621.5215,42260620.38
1.57265E+12,182.86,186,181.53,182.91,179864.3974,32936676.71
1.57257E+12,182.19,184.5,177.02,182.85,331519.7696,60092727.14
1.57248E+12,183.14,185.27,177.66,182.18,410969.861,74696032.73
1.57239E+12,190.45,191.71,179.28,183.13,537770.4306,99508269.89
1.57231E+12,181.67,192.74,181.26,190.46,529964.5054,99024969.84
1.57222E+12,183.84,189.48,180.35,181.72,582179.4455,106933716.7
1.57213E+12,179.42,188.7,176.22,183.75,724423.4053,132329593.4
1.57205E+12,181.53,197.74,173.8,179.49,1211737.437,222906937.8
1.57196E+12,160.39,187.78,160.25,181.5,904832.8606,157496890.7
1.57188E+12,162.35,163.72,158.72,160.38,387310.8377,62419095.11
1.57179E+12,171.19,171.49,153.45,162.35,746955.0981,121126428.2
1.5717E+12,174,175.04,170.3,171.2,255429.4162,44176123.21
1.57162E+12,175.18,177.9,171.59,173.98,270608.5139,47204344.24
1.57153E+12,171.84,176.88,169.21,175.22,299141.0715,51654250.07
1.57144E+12,172.78,174.98,169.44,171.79,296918.7303,51269466.04
1.57136E+12,177.17,177.44,168.66,172.74,319602.4851,55285684.61
1.57127E+12,174.52,178.96,172.61,177.16,298795.8198,52578052.94
1.57118E+12,180.52,181.44,171.81,174.47,347764.9346,61180262.78
1.5711E+12,186.7,188.37,175.96,180.49,405466.3811,73998014.45
1.57101E+12,180.98,187.54,180.43,186.72,279732.8461,51494870.28
1.57092E+12,179.65,184.95,178.52,180.99,247589.2323,45067340.42
1.57084E+12,180.65,184.64,177.59,179.68,290415.2204,52895345.38
1.57075E+12,191.18,196.65,179.41,180.72,621693.6313,115872479.8
1.57067E+12,192.61,194.2,186.88,191.14,436588.5845,83367952.39
1.57058E+12,180.61,195.53,178.96,192.62,562506.8219,105551736.5
1.57049E+12,179.88,184.87,177,180.6,400832.3783,72432729.98
1.57041E+12,170.08,182.32,168.68,179.85,496523.4804,87617964.57
1.57032E+12,176.23,177.04,167.68,170.1,314932.3963,54241930.13
1.57023E+12,175.55,176.71,172.02,176.25,278488.6177,48647162.44
1.57015E+12,174.71,178.98,170.74,175.55,333897.6388,58470302.14
1.57006E+12,180.24,180.72,169.55,174.69,354756.7848,62001237.48
1.56997E+12,175.65,181.29,173.65,180.24,348268.1162,61530973.8
1.56989E+12,180.89,185.53,173.19,175.66,609819.6083,109337395.1
1.5698E+12,169.26,181.24,165.01,180.85,580295.3997,100443187.8
1.56972E+12,173.5,174.5,164.12,169.24,410855.1218,69327213.65
1.56963E+12,173.83,175.49,168,173.49,521775.4659,90120971.17
1.56954E+12,165.92,176.72,161.03,173.79,634932.9671,106461443.9
1.56946E+12,169.96,171.01,152.11,165.92,779942.1715,127948136.3
1.56937E+12,165.72,174.85,161.88,169.96,879001.4621,147619414.1
1.56928E+12,201.25,202.98,150.03,165.81,1478218.827,263412071.5
1.5692E+12,211.2,211.68,198.65,201.29,392437.0708,80922890.46
1.56911E+12,215.04,215.61,206.1,211.2,445388.9479,93662351.5
1.56902E+12,218.01,221.5,213.2,215.05,417891.5242,90638548.24
1.56894E+12,220.26,221.54,212.05,218.03,437804.1267,95069640.62
1.56885E+12,210.27,223.94,202.3,220.24,844358.8216,179595728.8
1.56876E+12,207.85,217.27,207.66,210.21,539028.5101,114703107.3
1.56868E+12,197.23,215.13,195.74,207.84,715863.2262,145945114.9
1.56859E+12,189.05,199.44,188.3,197.22,551006.8169,106449156
1.56851E+12,188.14,190.45,185.76,189.03,288928.6083,54373471.39
1.56842E+12,180.96,188.79,179.75,188.13,279371.8342,51424561.39
1.56833E+12,180.71,181.38,177.54,180.95,264422.5406,47382425.19
1.56825E+12,178.3,182.38,176.62,180.72,203543.1366,36419973.23
1.56816E+12,179.87,182.8,173,178.28,278555.4671,49657474.98
1.56807E+12,180.52,184.36,177,179.81,238387.51,43067898.91
1.56799E+12,181.18,185.38,176.01,180.54,273729.9487,49340881.23
1.5679E+12,177.58,184.18,176.13,181.19,290083.475,52424648.72
1.56781E+12,169.11,180.8,168.3,177.62,253831.2317,44282963.31
1.56773E+12,173.74,177.87,165,169.08,315822.3798,54567316.61
1.56764E+12,174.7,176.19,168.1,173.75,232753.836,40247496.56
1.56756E+12,178.79,180.14,173,174.72,286226.2517,50629395.49
1.56747E+12,178,183,174.09,178.75,327857.8545,58621819.36
1.56738E+12,170.73,181,170.02,178.05,294627.3125,51446380.45
1.5673E+12,171.52,173.42,167.61,170.74,191140.5237,32627380.93
1.56721E+12,168.48,174.98,165.63,171.57,194999.1958,32983642.84
1.56712E+12,169.03,170.77,165.55,168.5,238616.6887,40216956.6
1.56704E+12,173.03,173.5,163.61,169.01,295241.216,49838097.17
1.56695E+12,187.3,188.25,166.48,173.03,334480.6176,59498959.97
1.56686E+12,188.61,189.49,184.75,187.24,157898.563,29513243.5
1.56678E+12,186.54,193.7,186,188.67,254397.7947,48298621.32
1.56669E+12,190.6,192.4,182.8,186.54,169862.9152,31935951.29
1.5666E+12,194.02,194.09,185.63,190.6,167806.3429,31786227.86
1.56652E+12,190.36,196.19,188.16,194.02,192548.5155,37022930.57
1.56643E+12,187.45,195.14,182.8,190.35,245575.9877,46426395.05
1.56635E+12,196.55,197.2,179.53,187.45,284973.6419,53434048.95
1.56626E+12,202.24,202.75,194.45,196.6,189297.7549,37412398.98
1.56617E+12,194.32,203.59,192.7,202.28,239541.5978,47675347.06
1.56609E+12,185.67,197.91,183.35,194.33,175363.5062,33655229.09
1.566E+12,184.83,187,181.83,185.59,138799.6151,25599796.9
1.56591E+12,187.98,188.39,178.04,184.88,282177.0158,51945182.47
1.56583E+12,187.08,189.95,181.23,188.03,237953.0943,44183760.71
1.56574E+12,209.31,209.9,183.49,187.1,325228.9893,63597043.19
1.56565E+12,211.58,214.3,204,209.3,166922.482,34861802.4
1.56557E+12,216.41,216.81,209.75,211.41,122760.9462,26091487.96
1.56548E+12,206.48,216.94,206.14,216.42,188474.0905,39875149.55
1.5654E+12,210.52,215,202.6,206.48,252614.0239,52534644.57
1.56531E+12,221.38,221.79,207.3,210.53,232062.1276,49415315.75
1.56522E+12,226.11,228.5,215.51,221.39,236886.3542,52730777.07
1.56514E+12,226.31,231.25,220.95,226.1,279104.7037,63135096.49
1.56505E+12,233.53,239.15,223.03,226.28,341279.0816,78590684.02
1.56496E+12,221.79,236.25,221.79,233.54,307956.2721,70962003.84
1.56488E+12,222.14,223.34,216.9,221.79,135622.0258,29836777.69
1.56479E+12,217.69,224.51,216.62,222.14,181591.953,40285734.53
1.5647E+12,216.8,222.18,214.31,217.61,206867.0304,45116694.86
1.56462E+12,218.42,219.39,210.54,216.84,186806.1884,40054998.68
1.56453E+12,209.57,218.79,209.2,218.42,207213.5566,44416634.9
1.56444E+12,210.84,214.36,204.4,209.58,222683.7939,46627086.48
1.56436E+12,211.58,215.83,206.59,210.89,226941.28,47853275.13
1.56427E+12,207.3,213.52,198.24,211.62,218801.1669,45414505.79
1.56419E+12,218.81,223.3,203,207.3,301209.4111,63931823.16
1.5641E+12,219.14,220,212.71,218.81,197781.9865,42839496.54
1.56401E+12,216.31,225.12,215.23,219.14,280370.2963,62017449.36
1.56393E+12,212.55,218.28,202,216.31,331162.6484,69281797.02
1.56384E+12,217.59,219.55,208.36,212.48,317876.4824,67930201.67
1.56375E+12,225.49,228.34,212.25,217.51,271310.4045,59602149.04
1.56367E+12,228.25,229.66,216.99,225.38,270046.1519,60421739.05
1.56358E+12,220.84,235.09,219.78,228.2,325393.9723,74182517.24
1.56349E+12,225.75,226.23,212.52,220.73,371622.2187,81600507.57
1.56341E+12,210.8,229.65,205.71,225.73,609081.4909,132637638.8
1.56332E+12,198.94,219.86,191.84,210.81,694854.1013,143020072
1.56324E+12,228.2,234.5,192.25,198.88,715604.832,151473621.6
1.56315E+12,225.83,235.58,203.08,228.2,715991.2069,159784811.6
1.56306E+12,268.8,269.74,222.81,225.85,540052.5842,130785859
1.56298E+12,274.53,275.04,262.2,268.79,205959.2685,55323572.09
1.56289E+12,268.67,278.99,266.21,274.62,266734.5421,72743548.04
1.5628E+12,289.23,289.23,262.12,268.63,501592.7521,136450969.6
1.56272E+12,307.46,314.18,281.04,289.23,457080.9406,135779813.6
1.56263E+12,311.96,318.19,302.69,307.46,309447.3493,96199378.54
1.56254E+12,304.72,313.74,300.78,311.97,289607.3418,88890021.75
1.56246E+12,288.29,309.69,284.25,304.72,246111.366,73170809.76
1.56237E+12,287.32,296.71,285.28,288.29,196064.6471,57137782.6
1.56228E+12,282.86,294.89,280.78,287.47,261139.2834,75165110.7
1.5622E+12,301.11,302.74,280.53,282.73,270791.3688,79507234.74
1.56211E+12,291.47,302.89,285,301.14,370521.9664,109262202.2
1.56203E+12,295.03,297.57,272.65,291.48,493772.9658,140020251.9
1.56194E+12,292.89,303.49,280.13,295.07,489769.2742,142871936.8
1.56185E+12,317.64,323.5,290.12,292.7,489028.5684,149527443.6
1.56177E+12,310.95,324.74,295.18,317.62,425555.1626,130425514
1.56168E+12,298.35,313.58,295.22,311.05,529174.4772,161838706.8
1.56159E+12,339.53,347,280.01,298.35,1016826.449,315174509.7
1.56151E+12,318.29,366.8,315.57,339.39,1008551.287,341534154.5
1.56142E+12,311.65,318.99,307,318.26,345559.6505,108143161.2
1.56133E+12,308.42,314.41,298,311.64,352791.2696,108439071.6
1.56125E+12,310.7,321.7,305.58,308.52,418812.0275,131252843.5
1.56116E+12,294.25,314.39,289.69,310.79,726254.6706,222036096.3
1.56108E+12,271.27,295.94,271.22,294.35,519818.0691,148641528.5
1.56099E+12,268.16,273.63,265.71,271.22,200717.7737,53998507.96
1.5609E+12,264.68,270,263.59,268.14,208375.6838,55665919.15
1.56082E+12,273.14,273.58,261.45,264.66,319941.5516,85335852.93
1.56073E+12,267.73,276,266.81,273.16,339277.6671,91807270.71
1.56064E+12,267.78,277.06,263.31,267.73,458176.5424,123848161.5
1.56056E+12,262.48,272.27,260.61,267.82,286594.9803,76053046.55
1.56047E+12,254.67,264.26,251.75,262.47,327383.2824,84045849.54
1.56038E+12,261.13,262.98,253.69,254.67,291757.2164,75447391.04
1.5603E+12,244.36,261.87,242.2,261.15,336499.3016,84660448.57
1.56021E+12,246.61,247.8,236.49,244.29,237508.428,57549753.74
1.56012E+12,231.02,247.45,227.03,246.51,314662.5264,75090336.66
1.56004E+12,243.33,244.53,226.56,230.98,316931.8564,74594101.42
1.55995E+12,248.78,250.53,240.37,243.25,188448.2775,46293916.79
1.55987E+12,248.77,253.28,243.46,248.77,353378.6568,87644279.25
1.55978E+12,245.62,250.66,235.01,248.76,297579.1473,72417630
1.55969E+12,241.46,250.41,237.37,245.63,335953.3793,81839286.62
1.55961E+12,250.02,251.67,234.39,241.39,633822.7125,154709331.3
1.55952E+12,268.87,270,248,249.91,397360.6528,103602836.7
1.55943E+12,264.33,273.2,263.2,268.88,301536.1506,80960737.41
1.55935E+12,267.9,275.5,260.68,264.33,455676.9861,121851235.8
1.55926E+12,254.59,268.72,245.21,267.9,602153.8724,154783065.8
1.55917E+12,268.92,288.62,240.14,254.56,1066279.494,289930479.4
1.55909E+12,271.08,274.04,260.05,268.83,383412.4577,102868997.4
1.559E+12,270.7,275.95,264.45,271.03,409443.6936,110617403.7
1.55892E+12,264.35,279.59,260,270.53,635463.502,170250734.9
1.55883E+12,250.17,269.4,245.11,264.45,450090.2232,115089467.8
1.55874E+12,248.84,257.33,247.22,250.22,332544.3873,83665127.84
1.55866E+12,244.63,254.35,241.54,248.87,447066.926,111294049.4
1.55857E+12,243.68,247.34,231.1,244.56,600193.8937,144051488.9
1.55848E+12,253.35,260.18,239.63,243.64,592848.9561,149006735.6
1.5584E+12,250.48,262,246.06,253.43,580249.6975,146749988.3
1.55831E+12,259.37,259.49,238,250.37,666889.8224,165783106.1
1.55822E+12,233.57,264,231.77,259.51,823859.0634,207383027.8
1.55814E+12,244.31,248,230.62,233.6,673218.0998,160450040.8
1.55805E+12,264.35,268.74,223.43,244.3,1529892.569,366429299.2
1.55796E+12,248.06,279.76,241.76,264.25,1733360.894,452410350.1
1.55788E+12,216.4,250.27,216.21,248.1,574697.2993,135054369.6
1.55779E+12,195.83,219.81,194.19,216.4,864211.006,179717430.3
1.55771E+12,188.07,206.87,185.32,195.84,669265.4652,131102303.1
1.55762E+12,190.2,204.32,181,188.11,823372.2815,157611011.7
1.55753E+12,172.92,205.23,172.92,190.2,885292.3839,167180496.8
1.55745E+12,170.96,176.7,168.46,172.91,425543.7402,73717438.65
1.55736E+12,170.88,173.88,166.57,170.9,284663.9946,48482365.54
1.55727E+12,169.07,173.17,164.8,170.85,296410.761,50307994.58
1.55719E+12,172.98,182.76,167.89,169.18,732496.8786,129206700.1
1.5571E+12,163.05,178.05,157.55,173,506528.1428,86112232.48
1.55701E+12,163.71,165.36,159.18,163.05,176029.1045,28659516.79
1.55693E+12,168.1,171.3,159.76,163.7,312928.5835,51596174.4
1.55684E+12,161.82,170.86,160.99,168.06,416357.5212,69185162.6
1.55676E+12,160.2,163.48,158.5,161.81,289519.0203,46716417.01
1.55667E+12,161.85,163.88,158.36,160.19,192517.6276,30965351.7
1.55658E+12,155.14,162.89,155.11,161.83,305056.2465,48352308.35
1.5565E+12,157.86,159.05,152,155.11,243591.949,37892463.29
1.55641E+12,159.32,160.24,156.92,157.85,152976.3018,24304182.14
1.55632E+12,157.93,166.24,156.35,159.31,215918.6384,34294278
1.55624E+12,154.7,162.56,151.4,157.95,500355.8628,78334214.87
1.55615E+12,164.78,165.49,150.35,154.72,422657.0324,67326464.65
1.55606E+12,169.15,169.87,159.26,164.78,426497.0415,70076178.28
1.55598E+12,170.52,175.83,167.78,169.16,363523.3453,62784241.17
1.55589E+12,168.59,172.3,167,170.52,269868.3988,45832751.06
1.5558E+12,172.89,173.48,164.82,168.59,283450.4394,47781349.4
1.55572E+12,172.66,176.97,169.87,172.88,253596.4841,43939979.02
1.55563E+12,173.34,173.55,168.59,172.64,320541.7217,54991300.11
1.55555E+12,165.75,175.2,165.04,173.33,396118.9441,68031293.23
1.55546E+12,165.41,167.28,163.78,165.75,227841.5498,37678036.6
1.55537E+12,159.91,166.73,159.41,165.37,240370.5044,39245823.49
1.55529E+12,167.21,168.81,155.7,159.95,351548.9079,57215098.11
1.5552E+12,162.99,168.11,161.2,167.23,186977.6621,30640985.06
1.55511E+12,163.2,165.37,160.74,162.99,179237.7457,29247030.15
1.55503E+12,164.06,166.5,158.11,163.19,316337.8782,51556919.15
1.55494E+12,177.12,177.48,158.27,164.07,661305.3032,110201659.9
1.55485E+12,174.58,183.77,168,177.12,523943.205,93283836.59
1.55477E+12,178.71,179.17,171.05,174.6,431986.3611,75745619.57
1.55468E+12,174.29,185.87,170.9,178.72,873410.0729,156417981.3
1.5546E+12,165.56,175.43,164.06,174.21,465507.525,78876773.3
1.55451E+12,164.84,172.77,159.2,165.5,528168.333,87657058.11
1.55442E+12,157.33,167.83,155.94,164.77,516070.3455,84123101.33
1.55434E+12,159.96,164,152.8,157.36,686080.9525,109082183.6
1.55425E+12,163.26,177.81,149.23,159.96,1345344.538,225523896.2
1.55416E+12,141.24,165.6,141,163.31,906868.8586,138094679.3
1.55408E+12,141.41,143.08,139.57,141.24,234310.1916,33234998.64
1.55399E+12,142.44,142.5,140.42,141.38,142469.2117,20131931.7
1.5539E+12,143.25,145.89,140.06,142.46,254798.7007,36382647.23
1.55382E+12,137.85,143.6,137.62,143.25,235853.0454,33098245.96
1.55373E+12,139.46,139.57,137.3,137.86,163185.6991,22543474.61
1.55364E+12,134.14,140.14,133.84,139.45,317167.4533,43635238.43
1.55356E+12,133.97,134.74,132.27,134.18,183139.1143,24490323.06
1.55347E+12,136.12,136.83,131.6,133.98,230880.285,31082445.59
1.55339E+12,137.28,137.37,134.75,136.09,198490.4512,27042322.7
1.5533E+12,135.92,138.21,135.6,137.28,174710.4306,23922572.36
1.55321E+12,134.85,137.2,134.29,135.98,186119.7475,25309122.73
1.55313E+12,139.04,139.55,131.21,134.85,312531.3937,42635937.49
1.55304E+12,138.56,139.66,136.01,139.01,222883.5175,30757997.81
1.55295E+12,137.62,139.38,136.97,138.55,218577.4521,30175322.08
1.55287E+12,138.67,142.01,136.1,137.59,281718.962,39017864.92
1.55278E+12,140.94,141.07,137.2,138.67,252697.0815,35051209.93
1.55269E+12,136.6,144.47,136.51,140.92,474664.102,66878173.45
1.55261E+12,132.24,137.62,132.18,136.56,295832.2656,39928522.34
1.55252E+12,131.69,135.11,128.52,132.2,258413.8187,34099414.81
1.55244E+12,133.62,133.65,130.58,131.65,209456.0985,27670734.43
1.55235E+12,132.67,135.3,130.77,133.57,194905.9684,25981446.1
1.55226E+12,135.37,136.15,131,132.67,264587.0068,35285847.75
1.55218E+12,137.27,137.5,134,135.37,203965.1682,27650702.38
1.55209E+12,133.51,138.65,132.93,137.27,279861.1205,38220614.01
1.552E+12,136.82,139.34,130.62,133.52,330283.5823,44879637.39
1.55192E+12,137.37,140.2,135.2,136.81,307336.4931,42271691.24
1.55183E+12,136.71,140.29,133.33,137.4,428826.8742,58701328.65
1.55174E+12,125.68,137.84,125.19,136.72,512631.2318,67740644.33
1.55166E+12,130.6,131.11,122.6,125.65,403947.7945,51060349.77
1.55157E+12,132.54,134.6,128.01,130.6,222453.2859,29447917.24
1.55148E+12,135.32,136.12,130.03,132.56,297005.2809,39467507.69
1.5514E+12,135.32,137.95,134.9,135.32,302632.0283,41198722.58
1.55131E+12,135.03,139,132.1,135.34,579327.3175,78861797.56
1.55123E+12,136.22,140.29,126.84,135.02,567202.6104,76519497.91
1.55114E+12,137.88,138.41,133.72,136.22,432944.1703,58979934.72
1.55105E+12,132.1,141.55,131.89,137.87,801147.0954,110348893
1.55097E+12,157.75,166,131.7,132.1,1260506.807,186688063.4
1.55088E+12,147.4,159.6,145.78,157.79,588183.729,89997516.92
1.55079E+12,145.68,148.85,143.85,147.36,366251.1854,53771600.8
1.55071E+12,148.42,149.61,142.7,145.69,447364.4087,65199779.51
1.55062E+12,143.45,149.52,139.6,148.44,614303.6101,89136482.37
1.55053E+12,145.69,150,142.36,143.44,747968.9045,109645050.5
1.55045E+12,133.77,148.3,132.42,145.69,1079830.15,152756654.6
1.55036E+12,122.67,135.61,122.43,133.75,614788.6008,78958054.96
1.55028E+12,121.66,124.99,121.54,122.67,215320.7013,26462034.61
1.55019E+12,120.47,124.25,120.19,121.67,255296.0814,31111280.21
1.5501E+12,121.86,124.5,120.1,120.42,297205.7874,36278326.08
1.55002E+12,122.4,126.47,120.7,121.86,317827.3196,39073077.84
1.54993E+12,120.88,123.89,118.18,122.41,343765.6699,41603632.81
1.54984E+12,125.12,125.28,119.24,120.89,389405.304,47197595.85
1.54976E+12,119.19,126.49,115.81,125.12,385819.0962,45929459.13
1.54967E+12,119.32,121.99,117.64,119.19,328067.9574,39061582.39
1.54958E+12,104.48,123,103.41,119.25,589950.6493,67027886.94
1.5495E+12,104.49,106.18,103.82,104.48,147942.0768,15530160.65
1.54941E+12,107.28,107.83,101.21,104.5,337204.3025,34984364.3
1.54932E+12,107.65,108.18,106.47,107.27,159730.1886,17137008.25
1.54924E+12,107.33,109.3,106.57,107.68,160850.1029,17312736.6
1.54915E+12,110.41,111.11,105.82,107.36,227211.5406,24605892.29
1.54907E+12,106.71,111.15,106.07,110.42,186908.7573,20153872.3
1.54898E+12,106.47,108.35,103.77,106.73,243149.8844,25791535.15
1.54889E+12,108.29,110.61,105.46,106.44,290679.6194,31234353.52
1.54881E+12,104.41,109.8,103.45,108.29,330968.1927,35368520.14
1.54872E+12,105.49,106.61,102.22,104.45,319768.9135,33427469.35
1.54863E+12,112.04,112.87,100.91,105.5,566205.7829,60050129.39
1.54855E+12,115.32,116.15,111.04,112.05,247369.6056,28158012.73
1.54846E+12,115.13,118,115,115.34,146216.8282,16978386.2
1.54837E+12,116.4,117.5,114.3,115.11,198617.0811,22977175.95
1.54829E+12,116.4,117.15,113.61,116.39,216242.2983,25044265.75
1.5482E+12,117.8,118.95,114.8,116.44,230247.6158,26975386.39
1.54812E+12,115.62,119.49,111.39,117.81,359542.6387,41777737.47
1.54803E+12,117.56,118.5,113.61,115.63,303632.9346,35258073.43
1.54794E+12,122.61,123.32,115.68,117.47,451792.8535,53833668.91
1.54786E+12,119.16,125.29,119.14,122.6,323303.793,39715159.16
1.54777E+12,121.56,121.98,117.66,119.17,235646.684,28305971.67
1.54768E+12,121.49,122.99,116.8,121.54,447535.2272,53854069.21
1.5476E+12,118.93,126.88,118.52,121.48,513486.6547,62314226
1.54751E+12,126.95,129.4,116,118.95,649020.5297,79985529.56
1.54742E+12,114.17,130.05,113.94,126.95,546420.4085,66801543.31
1.54734E+12,123.35,124.25,111.87,114.16,422561.9678,49521201.28
1.54725E+12,124.67,126.19,122,123.35,300262.134,37295866.35
1.54716E+12,124.96,127.36,120.08,124.65,545293.9837,67782816.34
1.54708E+12,148.11,149.45,121,124.95,871751.7504,114437025.3
1.54699E+12,147.62,151.5,146.77,148.1,299443.563,44673066.39
1.54691E+12,149.29,151.65,145.2,147.6,441661.0678,65535529.76
1.54682E+12,153.89,155.48,147.86,149.34,424765.3026,64310962.92
1.54673E+12,152.83,157.4,147.51,153.86,627908.4737,95681339.46
1.54665E+12,152.08,159.26,151.2,152.83,773169.1374,120238339.8
1.54656E+12,146.3,154.8,143.54,151.97,805248.9382,120827141.5
1.54647E+12,152.01,153.64,143.11,146.3,708091.3171,104953535.1
1.54639E+12,139.1,155.37,137.76,152.01,941486.3152,138801471.1
1.5463E+12,131.45,140.67,130,139.1,401776.888,54280385.6
1.54621E+12,137.81,138.66,128.7,131.45,484604.8396,64763118.12
1.54613E+12,133,139,127.03,137.77,704259.4161,94804050.49
1.54604E+12,135.3,145.42,128.5,132.89,1006654.498,136479145.9
1.54596E+12,113.75,136.66,111.87,135.3,894454.1905,111865576.5
1.54587E+12,129.35,131.09,111.22,113.8,752177.9011,90456912.89
1.54578E+12,127.61,135.32,122.51,129.35,794834.056,102196717.4
1.5457E+12,138.01,139.26,119.68,127.6,1076164.128,136600862
1.54561E+12,129.03,157.67,128.8,138.03,1319609.817,190137361.1
1.54552E+12,115.18,131.94,114.91,129.03,936094.1049,118250392.6
1.54544E+12,107.67,115.5,105.38,115.2,405672.8312,44814571.61
1.54535E+12,113.71,118,104.76,107.69,666048.7179,74510414.59
1.54526E+12,98.73,116,97.88,114.05,859612.5721,93128082.55
1.54518E+12,100.39,107.55,97.75,98.74,827748.591,84862730.23
1.54509E+12,94.03,101.3,91.34,100.39,529946.7918,50202945.79
1.545E+12,84.68,97,84.4,94.02,472252.2339,42965553.42
1.54492E+12,83.75,87.64,83.73,84.67,241366.7631,20783723.69
1.54483E+12,83.82,85,81.79,83.76,217360.6578,18169124
1.54475E+12,86.35,87.25,82.2,83.82,318003.7343,27041687.8
1.54466E+12,89.39,90.71,84.71,86.34,331218.3008,29089359.83
1.54457E+12,87.77,91.31,86.63,89.41,285436.0403,25500398.93
1.54449E+12,89.88,91.65,85.83,87.76,339991.8425,30055007.22
1.5444E+12,93.26,95.21,88.11,89.91,408573.0293,37180525.46
1.54431E+12,90.39,98.7,88.63,93.26,520519.3602,48533111.85
1.54423E+12,93.06,98,84.55,90.38,698217.1253,63224518.55
1.54414E+12,91.18,96.9,82.07,93.05,1030073.585,90499447.34
1.54405E+12,102.73,104.68,90.2,91,586138.5904,58114721.75
1.54397E+12,109.92,110.58,102.38,102.71,354071.5324,37519336.07
1.54388E+12,108.76,113.2,106,109.94,275321.0063,30365546.75
1.5438E+12,116.63,116.96,106.7,108.76,324446.0332,36185196.19
1.54371E+12,118.09,120.73,116,116.57,273657.6215,32184013.76
1.54362E+12,113.71,120.8,111.35,118.1,330159.0674,38614493.63
1.54354E+12,117.99,120.26,111.09,113.73,418593.6353,48362085.78
1.54345E+12,122.88,124,114.78,117.98,478777.3961,57140533.57
1.54336E+12,111.38,126.8,111.37,122.9,578552.7412,68485222.44
1.54328E+12,110.66,114.31,102.36,111.43,524024.4062,56638056.01
1.54319E+12,118.65,121.5,106.41,110.68,679477.3623,77209761.83
1.5431E+12,114.83,122.35,102.95,118.67,836233.3125,93723314.12
1.54302E+12,125,130.81,112.32,114.89,471321.5676,57264800.07
1.54293E+12,126.58,128.9,118.56,125.02,504352.2439,62657024.05
1.54284E+12,138.36,140.4,125.64,126.63,334674.0719,44837388.45
1.54276E+12,133.68,142.01,127.15,138.23,718957.7855,97819681.49
1.54267E+12,150.76,154.7,126.95,133.82,996552.2872,139191208.5
1.54259E+12,179.04,179.33,146.47,150.81,596789.8392,94639227.03
1.5425E+12,176.2,182.94,176.1,178.97,141736.3226,25261184.09
